wp_int,sf_tot_cat,bsb_tot_cat,scup_tot_cat
538,0,1,0
199,0,0,0
1273,0,0,0
1709,0,0,0
91,1,0,0
735,1,0,0
3020,2,0,0
106,0,0,0
443,2,0,0
510,0,0,0
217,3,0,0
2721,0,1,0
385,0,0,0
491,3,0,0
491,0,5,0
859,0,0,0
298,2,0,0
466,0,0,0
206,2,0,0
1156,0,0,0
687,4,0,0
2218,1,3,0
3848,5,6,0
777,0,0,0
6206,0,0,0
148,5,0,0
547,8,0,0
315,0,4,0
324,1,0,0
1408,0,0,0
179,1,0,0
1208,2,0,0
171,2,0,0
721,0,0,0
302,0,2,0
433,0,0,0
2256,0,0,0
284,0,0,0
4624,0,0,0
341,0,0,0
659,0,1,0
4624,0,0,0
813,2,0,0
2650,3,0,0
3186,0,3,0
4971,0,0,0
510,0,0,0
3186,0,2,0
2271,0,17,0
205,1,16,0
385,1,0,0
137,0,0,0
1926,0,5,0
709,0,1,0
1523,1,0,0
1008,0,0,0
1216,0,0,0
1304,0,4,0
253,1,2,0
773,0,6,0
514,0,0,0
1717,0,0,0
489,1,0,0
2256,1,0,0
1025,3,0,0
533,0,0,0
3020,0,1,0
1803,0,0,0
385,0,1,0
707,5,0,0
276,1,0,0
4185,2,0,0
840,1,0,0
2057,0,0,0
221,0,0,0
418,0,3,0
198,12,0,0
668,1,0,0
6295,11,0,0
3845,0,0,0
840,3,0,0
2996,0,0,0
578,0,0,0
422,2,0,0
1709,4,0,0
484,1,0,0
2650,0,1,0
1214,0,0,0
697,0,0,0
385,0,0,0
2132,0,3,0
840,1,0,0
3845,1,0,0
1516,5,9,0
1709,1,1,0
1973,0,0,0
330,1,0,0
339,0,6,0
261,0,0,0
484,0,5,0
315,1,4,0
362,1,0,0
1425,0,0,0
1825,0,0,0
572,6,0,0
184,0,0,0
3186,0,2,0
6935,0,0,0
250,0,3,0
710,0,0,0
857,0,0,0
6935,0,0,0
583,0,0,0
225,0,0,0
156,0,0,0
303,5,4,0
943,0,0,0
80,2,14,0
762,0,0,0
302,2,0,0
1516,0,3,0
409,3,0,0
222,0,19,0
1651,0,0,0
356,0,0,0
6560,0,0,0
408,0,1,0
1541,2,0,0
2432,0,4,0
576,0,0,0
161,0,1,0
193,0,1,0
553,0,0,0
1163,0,0,0
435,1,0,0
736,0,0,0
2573,0,0,0
1709,0,0,0
1651,0,1,0
401,0,0,0
588,2,0,0
3020,2,0,0
626,3,0,0
775,0,2,0
6935,0,0,0
735,0,0,0
281,0,3,0
259,1,0,0
2256,0,0,0
2160,0,15,0
2151,0,0,0
1651,0,0,0
264,2,0,0
1412,0,0,0
492,1,0,0
309,0,0,0
4971,0,0,0
883,0,0,0
576,0,0,0
11664,1,0,0
