scup_mu,scup_size,bsb_mu,bsb_size,sf_mu,sf_size,draw,state
2.4508958,.1285682,1.55826,.13847169,1.3777909,.23966365,84,NY
2.0582643,.12986775,1.3910152,.13996713,1.4203123,.23842204,85,NY
2.4281693,.12863135,1.5155159,.13881962,1.4515779,.23756309,86,NY
2.1307755,.1295895,1.1818377,.14250506,1.5410355,.23532738,87,NY
2.2549357,.12915699,1.2736322,.1412773,1.561043,.23486769,88,NY
2.3553133,.12884249,1.5006818,.13894542,1.4063655,.2388196,89,NY
2.2366786,.1292174,1.6354586,.13789327,1.2743226,.24309707,90,NY
2.4035783,.12870111,1.6879833,.13753244,1.4233061,.23833787,91,NY
2.3162818,.12896135,1.4725124,.13919196,1.2700863,.24325185,92,NY
2.1357844,.12957102,1.2301791,.14183302,1.3655045,.24003935,93,NY
2.2066715,.129319,1.6676526,.13766919,1.5859929,.2343131,94,NY
2.3449526,.12887363,1.9062569,.13626121,1.1755962,.24705501,95,NY
2.3582468,.12883371,1.1752042,.14260212,1.299037,.24221797,96,NY
2.3097713,.12898161,1.349926,.14039713,1.3864235,.23940437,97,NY
2.2838333,.12906346,1.4909765,.13902922,1.4862261,.23666014,98,NY
2.2325141,.12923133,1.4006966,.13986984,1.3289318,.24120624,99,NY
2.0489671,.12990494,1.4864036,.13906911,1.318522,.24155238,100,NY
0,0,3.9280849,1.2168819,.041572582,.049790159,1,NC
0,0,3.928514,1.2168407,.046240214,.044419948,2,NC
0,0,3.9259102,1.2170907,.040738042,.051042479,3,NC
.013042418,.0023988921,3.9297221,1.2167249,.052217655,.040019218,4,NC
.26052114,.0020420935,3.9285467,1.2168376,.049412176,.041839816,5,NC
.03575515,.0021479325,3.925761,1.2171052,.0519646,.040169135,6,NC
0,0,3.928688,1.2168241,.050123908,.041342735,7,NC
0,0,3.9298444,1.2167132,.045121122,.045504112,8,NC
0,0,3.9288132,1.216812,.045408368,.045215655,9,NC
.31384265,.0020393776,3.9266796,1.2170168,.042396326,.048657879,10,NC
0,0,3.9265649,1.2170279,.044979122,.04564945,11,NC
.092763953,.0020714572,3.9276931,1.2169195,.044029932,.04667056,12,NC
.025687343,.0021997248,3.9279706,1.2168928,.041572429,.049790379,13,NC
0,0,3.9281428,1.2168764,.047673102,.043173388,14,NC
.21166579,.0020457949,3.9269724,1.2169887,.054701183,.03867355,15,NC
.12297058,.0020601568,3.9274292,1.2169448,.035539631,.062496081,16,NC
.092533253,.0020715725,3.9264967,1.2170345,.038949929,.054157633,17,NC
0,0,3.9277654,1.2169126,.043663867,.047089018,18,NC
.072309338,.0020846252,3.929059,1.2167884,.035905585,.061395701,19,NC
.20948595,.0020460007,3.9289789,1.2167962,.047449451,.043358468,20,NC
0,0,3.9264338,1.2170404,.045579113,.045047618,21,NC
.13400561,.0020573183,3.9283116,1.2168602,.039399549,.053311709,22,NC
0,0,3.9287999,1.2168133,.036650829,.059332769,23,NC
0,0,3.9295855,1.216738,.050425466,.041139811,24,NC
0,0,3.92677,1.2170081,.040227193,.051867761,25,NC
.0053796768,.0032504762,3.9260864,1.2170738,.036775131,.059009876,26,NC
.011748901,.0024484741,3.9300437,1.216694,.05107896,.040714834,27,NC
.077884279,.0020803323,3.9267373,1.2170113,.046113938,.044537105,28,NC
0,0,3.9278038,1.2169089,.050769594,.040913556,29,NC
.22146565,.0020449203,3.9278417,1.2169052,.041023392,.050601475,30,NC
0,0,3.9270902,1.2169774,.047223903,.043548528,31,NC
.14203264,.0020555349,3.928591,1.2168334,.036562428,.059565917,32,NC
0,0,3.9257839,1.2171029,.041065056,.050538231,33,NC
.23901093,.0020435352,3.9257452,1.2171066,.042825319,.04810483,34,NC
0,0,3.9264567,1.2170383,.039564162,.053013258,35,NC
.26370764,.0020419001,3.92783,1.2169064,.041306801,.050176829,36,NC
.11938974,.0020611924,3.9258826,1.2170935,.043586824,.047178954,37,NC
.088750668,.0020735511,3.92697,1.2169889,.036023319,.061054502,38,NC
.092180543,.0020717501,3.9267287,1.2170122,.039475128,.053173956,39,NC
.22959551,.0020442519,3.9306383,1.216637,.037041217,.058337431,40,NC
.15379876,.0020532617,3.9292784,1.2167674,.04976311,.041591458,41,NC
.34691617,.0020381149,3.9281104,1.2168795,.038586885,.054875512,42,NC
.28802237,.0020405662,3.9276683,1.2169219,.03313563,.071635231,43,NC
0,0,3.928982,1.2167958,.048931338,.04219088,44,NC
.014551559,.0023539888,3.9295745,1.2167391,.046857476,.043864854,45,NC
0,0,3.9282241,1.2168685,.032356989,.075566478,46,NC
0,0,3.926369,1.2170467,.050385885,.041166194,47,NC
0,0,3.9262965,1.2170537,.049316231,.041908856,48,NC
.07125017,.002085519,3.9275296,1.2169352,.041847315,.049401723,49,NC
.034319531,.0021533435,3.9278812,1.2169014,.036744352,.059089296,50,NC
0,0,3.9294865,1.2167474,.042038023,.049138557,51,NC
0,0,3.9281645,1.2168742,.041578334,.049781911,52,NC
.37839049,.0020371196,3.9258204,1.2170994,.040273134,.051791582,53,NC
.019428212,.0022621341,3.928535,1.2168387,.047760114,.043102276,54,NC
0,0,3.9264174,1.2170421,.050724998,.040942565,55,NC
0,0,3.9279706,1.2168928,.048519343,.042502064,56,NC
0,0,3.9292812,1.2167672,.055250872,.038403425,57,NC
.4489598,.0020353971,3.9276705,1.2169217,.041283894,.050210673,58,NC
0,0,3.9274595,1.216942,.046099015,.044551034,59,NC
.038269334,.0021394887,3.9258308,1.2170984,.047835927,.043040711,60,NC
.13267568,.0020576352,3.9266195,1.2170227,.041809864,.049454015,61,NC
.023647074,.0022160986,3.927778,1.2169113,.036783308,.058988832,62,NC
0,0,3.9280534,1.216885,.053353723,.039376635,63,NC
.3512595,.0020379669,3.9263058,1.2170527,.040875893,.050827708,64,NC
0,0,3.9281821,1.2168726,.027487475,.12889256,65,NC
.095139913,.0020703026,3.9288957,1.2168041,.04313153,.047724243,66,NC
0,0,3.9281149,1.216879,.043644827,.047111183,67,NC
0,0,3.927819,1.2169074,.0326657,.073934667,68,NC
.22298965,.0020447911,3.9280944,1.216881,.042702805,.048260357,69,NC
0,0,3.9270213,1.216984,.050845712,.040864255,70,NC
.1255569,.0020594459,3.9285498,1.2168373,.043349501,.047460195,71,NC
0,0,3.927505,1.2169375,.035143282,.063760608,72,NC
0,0,3.9279795,1.216892,.04591487,.044724382,73,NC
0,0,3.9269643,1.2169895,.05142371,.040498417,74,NC
0,0,3.9267428,1.2170107,.039457951,.053205155,75,NC
0,0,3.9278646,1.2169031,.040751521,.051021334,76,NC
.077579327,.0020805507,3.9297662,1.2167207,.038945254,.054166675,77,NC
.30593789,.0020397201,3.9296875,1.2167282,.044567142,.046081781,78,NC
0,0,3.9271576,1.2169709,.036237564,.060448777,79,NC
0,0,3.9284015,1.2168516,.040857431,.050856285,80,NC
.099143907,.0020684849,3.9245057,1.2172258,.031265467,.082274489,81,NC
.1668449,.0020511204,3.928005,1.2168896,.04116945,.050381009,82,NC
0,0,3.9285989,1.2168326,.047086645,.043665908,83,NC
.20732307,.0020462091,3.9284303,1.2168487,.045750711,.044881243,84,NC
0,0,3.9280767,1.2168827,.049116876,.042053904,85,NC
0,0,3.9278595,1.2169036,.044492211,.046162166,86,NC
.42859179,.0020358358,3.9275711,1.2169312,.046660218,.044039141,87,NC
0,0,3.9276805,1.2169207,.047666091,.043179139,88,NC
0,0,3.9295175,1.2167445,.043456536,.047332555,89,NC
0,0,3.9264379,1.2170401,.056501407,.03782158,90,NC
0,0,3.9255052,1.2171297,.0544606,.038794715,91,NC
.17587291,.002049827,3.9284296,1.2168489,.038459092,.055136055,92,NC
0,0,3.9277074,1.2169181,.03620455,.060540866,93,NC
0,0,3.9264772,1.2170362,.048400193,.042593915,94,NC
.0075710588,.0027666339,3.927249,1.2169622,.034111433,.067463085,95,NC
.20929824,.0020460186,3.9260077,1.2170814,.042441133,.048598994,96,NC
.048133604,.0021152538,3.9274502,1.2169428,.038009372,.056087438,97,NC
.036992315,.0021436256,3.9286516,1.2168275,.037996083,.056116398,98,NC
0,0,3.9277518,1.2169139,.048278663,.042688485,99,NC
0,0,3.9278359,1.2169058,.046863988,.04385915,100,NC
3.3590388,.35140648,2.5139782,.22222412,.66972172,.10095085,1,RI
3.1818779,.35346535,2.7558079,.22051361,.6011371,.10271735,2,RI
3.2663269,.35245305,2.3917613,.22323245,.65227681,.10135947,3,RI
3.1939638,.35331681,2.5499971,.221947,.51727319,.105644,4,RI
3.414094,.35081467,2.7948952,.22026712,.77185804,.098976657,5,RI
3.4551859,.35038647,2.4519498,.22272217,.73038149,.099702686,6,RI
3.2773178,.35232556,2.6480222,.22123419,.5753336,.10351061,7,RI
3.1300111,.35411721,2.5513868,.22193648,.92052692,.096968442,8,RI
3.2017784,.35322145,2.3591247,.22352105,.71667451,.099963672,9,RI
3.3661399,.35132894,2.2957447,.22410727,.72645068,.099776387,10,RI
3.2481196,.35266638,1.9187043,.22849035,.51330584,.10581102,11,RI
3.4433577,.35050857,2.7324884,.22066429,.63804001,.10171214,12,RI
3.4349883,.35059553,2.506799,.22228038,.68606871,.10058958,13,RI
3.3596468,.35139984,2.457958,.22267273,.69249022,.100453,14,RI
3.5409596,.34952787,2.4215615,.22297634,.71982265,.099902727,15,RI
3.2361431,.35280815,2.4954414,.22237013,.69990611,.10029884,16,RI
3.6146991,.34882545,2.4325049,.222884,.6721645,.10089558,17,RI
3.1005108,.3544988,2.2914536,.22414824,.68853635,.10053675,18,RI
3.1068327,.35441634,2.0617452,.22661804,.69943321,.10030856,19,RI
3.2535825,.35260209,2.4155538,.22302741,.62468523,.10205996,20,RI
3.4902868,.3500295,2.3916368,.22323352,.62644804,.10201307,21,RI
3.3471625,.35153699,2.2943797,.22412027,.71469969,.10000221,22,RI
3.2749732,.35235268,2.3913684,.22323586,.79909432,.098545946,23,RI
3.4076169,.35088319,2.4153421,.22302921,.61633533,.10228636,24,RI
3.1641896,.35368499,2.2351663,.22470175,.75628525,.099238686,25,RI
3.3387535,.35163,2.5466418,.22197245,.64343345,.10157641,26,RI
3.4432228,.35050997,2.4533837,.22271034,.76161218,.099147692,27,RI
3.3836615,.35113916,2.6024749,.22155814,.74598134,.099418879,28,RI
3.4395664,.35054791,2.7840598,.22033469,.66652554,.10102388,29,RI
3.1099634,.35437566,2.5230951,.22215316,.79098284,.098670729,30,RI
3.3482411,.35152507,2.2497654,.22455527,.60101956,.10272078,31,RI
3.41346,.35082135,2.6914878,.22093609,.73781157,.099565811,32,RI
3.4960444,.34997168,2.3642585,.22347507,.68894893,.10052796,33,RI
3.4373739,.35057068,2.717603,.22076194,.62465191,.10206085,34,RI
3.577646,.34917444,2.490706,.22240782,.62952751,.10193187,35,RI
3.2606578,.35251921,2.5921707,.22163315,.71368283,.10002215,36,RI
3.4590693,.3503466,2.5494711,.22195098,.6308077,.10189838,37,RI
3.2862177,.35222301,2.5901594,.22164786,.63160866,.10187751,38,RI
3.427891,.35066962,2.5407875,.22201703,.64591664,.1015148,39,RI
3.2635341,.35248563,2.6275249,.22137846,.65052944,.1014018,40,RI
3.263381,.35248742,2.3965852,.22319052,.68469524,.10061917,41,RI
3.1366138,.35403287,2.2839484,.22422031,.53573376,.10490572,42,RI
3.4130745,.35082543,2.4616141,.22264276,.55909091,.10405449,43,RI
3.565877,.34928694,2.480998,.22248554,.71806824,.099936619,44,RI
3.4194269,.35075846,2.435487,.222859,.73383397,.099638693,45,RI
3.3486438,.35152066,2.6192393,.22143748,.67006743,.10094301,46,RI
3.2631712,.35248986,2.5117774,.22224133,.64580083,.10151766,47,RI
3.4575326,.35036236,2.3587627,.2235243,.55296844,.10426935,48,RI
3.1294656,.35412419,2.7751076,.22039096,.64337426,.10157789,49,RI
3.1126769,.35434046,2.2579682,.22447386,.40118933,.11227908,50,RI
3.3556528,.35144359,2.9217718,.21951586,.6970318,.10035815,51,RI
3.4564204,.35037377,2.9845035,.21916975,.65658802,.10125615,52,RI
3.2260239,.35292885,2.6788018,.22102201,.82010967,.09823551,53,RI
3.3624232,.3513695,2.5486503,.22195721,.74814856,.099380516,54,RI
3.213809,.35307565,2.7354248,.22064517,.63464504,.10179895,55,RI
3.4249434,.3507005,2.5181422,.22219165,.63521981,.10178418,56,RI
3.448843,.35045183,2.547956,.22196247,.86463517,.097633265,57,RI
3.2691104,.35242069,2.4121926,.22305611,.66053694,.10116289,58,RI
3.3215098,.35182235,2.7156599,.22077478,.843988,.097903721,59,RI
3.2312701,.35286617,2.5027239,.22231248,.70698553,.10015512,60,RI
3.3135118,.35191232,2.5055313,.22229037,.5335446,.10499007,61,RI
3.4535925,.35040286,2.5209153,.22217007,.79934645,.098542109,62,RI
3.3481109,.35152653,2.5616875,.22185887,.50256461,.10627925,63,RI
3.3190968,.35184944,2.0768178,.22643739,.63175857,.10187361,64,RI
3.2622762,.35250029,2.3850319,.22329125,.81351638,.098330967,65,RI
3.4412,.35053095,2.1928022,.22513902,.65804398,.10122162,66,RI
3.6469316,.34852818,2.4778731,.22251071,.80507725,.098455712,67,RI
3.4291668,.35065627,2.4775569,.22251326,.79100341,.098670408,68,RI
3.3615623,.35137889,2.3287067,.22379802,.74055797,.099516012,69,RI
3.1686709,.35362908,2.4801145,.22249265,.5444479,.10457796,70,RI
2.9409494,.3567116,2.2974646,.22409089,.68630582,.10058448,71,RI
3.2873597,.3522099,2.8096585,.22017594,.6971885,.1003549,72,RI
3.1505167,.35385662,2.3095832,.22397625,.74033326,.099520065,73,RI
3.3547716,.35145324,2.394846,.22320561,.68140233,.10069068,74,RI
3.4176331,.35077733,2.4024,.22314021,.55600774,.10416199,75,RI
3.4547913,.35039052,2.104399,.22611427,.61258447,.10239041,76,RI
3.282299,.3522681,2.4322579,.22288609,.7188409,.099921666,77,RI
3.4139364,.35081631,2.6761723,.22103992,.645944,.10151412,78,RI
3.2985859,.35208154,2.5100956,.2222545,.61410511,.10234805,79,RI
3.2932177,.35214278,2.8127933,.22015671,.55886394,.10406235,80,RI
3.2485902,.35266083,2.5926855,.22162938,.67055297,.10093199,81,RI
3.3476293,.35153183,2.5203197,.2221747,.63086456,.1018969,82,RI
3.6608269,.34840181,2.6096067,.22150661,.50825346,.10602829,83,RI
3.4202983,.35074928,2.3370936,.22372086,.78635877,.098743163,84,RI
3.4753067,.35018086,2.2045436,.22501597,.72815454,.099744327,85,RI
3.5841744,.34911236,2.5603635,.22186881,.57047462,.10366947,86,RI
3.4046841,.35091433,2.7285304,.22069015,.77826768,.098872237,87,RI
3.2248409,.352943,2.3949556,.22320466,.59506786,.10289668,88,RI
3.197077,.35327879,2.4003446,.22315796,.68670112,.100576,89,RI
3.3967772,.35099852,2.2244105,.22481103,.70924574,.10010993,90,RI
3.5173066,.34976006,2.4587395,.22266631,.6080848,.1025172,91,RI
3.3554833,.35144544,2.4300776,.2229044,.63525319,.10178332,92,RI
3.1578035,.35376495,2.7927101,.22028069,.69412231,.10041875,93,RI
3.3955188,.35101196,2.6705754,.2210782,.51930207,.10555977,94,RI
3.1731253,.35357368,2.164537,.22544128,.77192569,.098975539,95,RI
3.4270968,.35067794,2.1516931,.22558151,.5428465,.10463725,96,RI
3.3458216,.35155177,2.6102273,.22150214,.69848633,.10032807,97,RI
3.1209917,.35423303,2.7853072,.22032689,.67821354,.10076068,98,RI
3.5571103,.34937128,2.0432258,.22684403,.74922276,.099361591,99,RI
3.272259,.35238412,2.1647584,.22543888,.74993032,.099349156,100,RI
.047305733,.007890976,1.8548422,.24170147,1.3276416,.27927023,1,VA
.0068040085,1.118638,1.905447,.2408679,1.363297,.27774224,2,VA
0,0,1.9005431,.24094649,1.4335803,.27499557,3,VA
.26576337,.0069394624,1.8461559,.24184975,1.3327023,.27904734,4,VA
.0089798467,.027393017,1.8620963,.24157883,1.6238686,.26895002,5,VA
0,0,1.8717489,.24141732,1.4002739,.27625602,6,VA
0,0,1.8780451,.24131297,1.3945965,.27647808,7,VA
0,0,1.8601241,.24161208,1.5527072,.27100712,8,VA
0,0,1.8628738,.24156575,1.3441628,.27855006,9,VA
.15641019,.0070685023,1.8713099,.24142462,1.2380613,.28358641,10,VA
.034421235,.0084164953,1.9007226,.2409436,1.2195448,.28457612,11,VA
.31769499,.0069099688,1.8736252,.24138615,1.5356967,.27153206,12,VA
.15481059,.0070718047,1.8515466,.24175754,1.5003076,.27266929,13,VA
.02148846,.0098687923,1.841431,.24193107,1.3510859,.2782546,14,VA
.10437819,.0072314115,1.8392974,.24196795,1.3199809,.27961159,15,VA
0,0,1.8630785,.24156232,1.3789836,.27710006,16,VA
0,0,1.8497049,.24178898,1.3847904,.27686676,17,VA
.17244953,.007038916,1.8877693,.24115336,1.1167402,.29082337,18,VA
0,0,1.8640764,.24154554,1.3037726,.28034985,19,VA
.015584668,.01194736,1.8506912,.24177213,1.4228104,.27539542,20,VA
.12834334,.0071390565,1.8889014,.2411349,1.3322358,.27906778,21,VA
.18759406,.0070157973,1.8572304,.24166098,1.4738092,.27356318,22,VA
.27410609,.0069339518,1.8598742,.24161628,1.8648641,.26331419,23,VA
0,0,1.8586035,.24163775,1.1709352,.28735977,24,VA
.28810245,.0069254409,1.8552569,.24169444,1.0785229,.2935321,25,VA
.098261431,.0072627338,1.8901602,.24111439,1.3715308,.27740297,26,VA
.062429294,.0075844908,1.8686181,.2414695,1.5114043,.27230594,27,VA
.27274156,.0069348295,1.8446307,.24187595,1.6018323,.26956421,28,VA
.23621501,.006962203,1.8176968,.24234682,1.3040771,.28033578,29,VA
0,0,1.8623656,.2415743,1.4852337,.27317315,30,VA
.11408261,.0071890443,1.8385009,.24198174,1.4240338,.27534965,31,VA
.17829576,.0070295078,1.8525584,.2417403,1.4657974,.27384099,32,VA
.085072584,.0073469197,1.8138384,.24241558,1.3934156,.27652454,33,VA
.07521984,.0074309795,1.8512083,.24176331,1.2023815,.28552717,34,VA
.18574294,.0070184134,1.8867686,.24116969,1.218532,.28463131,35,VA
0,0,1.8215384,.2422787,1.5403966,.27138567,36,VA
.049622368,.0078299996,1.8524268,.24174255,1.345615,.27848777,37,VA
.38813385,.0068828003,1.8133805,.24242376,1.3638487,.27771935,38,VA
.072552867,.0074580628,1.8643982,.24154015,1.5155326,.27217236,39,VA
0,0,1.8385078,.24198163,1.2127938,.28494623,40,VA
0,0,1.8644965,.24153849,1.4902301,.2730048,41,VA
0,0,1.8787479,.24130137,1.6604782,.26797149,42,VA
.065065384,.0075473422,1.8703406,.24144077,1.1739136,.28718096,43,VA
.3159734,.0069107874,1.8641244,.24154474,1.4024922,.27616984,44,VA
0,0,1.843523,.24189501,1.6716182,.2676836,45,VA
0,0,1.8267868,.24218614,1.386429,.27680135,46,VA
0,0,1.8761472,.24134435,1.3448789,.27851933,47,VA
.1938332,.0070073619,1.8186187,.24233045,1.4089566,.27592057,48,VA
.20038821,.0069990852,1.8770695,.24132909,1.2117893,.28500172,49,VA
0,0,1.8385953,.24198011,1.5123782,.27227435,50,VA
.038254578,.0082152076,1.8639548,.24154758,1.576368,.27029899,51,VA
.053715605,.0077369697,1.8515307,.24175781,1.6402951,.26850465,52,VA
0,0,1.8848059,.2412018,1.147763,.28879061,53,VA
0,0,1.8549739,.24169923,1.3659068,.27763417,54,VA
.019476593,.010360285,1.8716705,.24141861,1.281509,.2814011,55,VA
.078921802,.0073967036,1.887396,.24115945,1.2645119,.28223413,56,VA
.29050633,.0069240634,1.8510821,.24176547,1.3962668,.27641252,57,VA
0,0,1.8585272,.24163903,1.8142155,.26435626,58,VA
.15985474,.0070616258,1.8441995,.24188337,1.6218526,.26900539,59,VA
0,0,1.8552676,.24169424,1.5455979,.27122486,60,VA
0,0,1.8853647,.24119265,1.5195458,.27204332,61,VA
.14914922,.0070840879,1.80852,.24251089,1.3413339,.27867186,62,VA
.012975466,.014124772,1.8798054,.24128394,1.5246432,.2718806,63,VA
.082221679,.0073689856,1.8680485,.24147901,1.3087959,.28011867,64,VA
0,0,1.8890625,.24113227,1.3143758,.2798644,65,VA
.25114194,.0069500278,1.8135294,.24242109,1.5431477,.27130044,66,VA
0,0,1.8639934,.24154694,1.2313665,.28394002,67,VA
.091806926,.0073006712,1.8734437,.24138916,1.3896803,.27667212,68,VA
.19997551,.0069995895,1.8607715,.24160115,1.5050979,.27251166,69,VA
.062993042,.0075762533,1.8683079,.24147467,1.521753,.27197269,70,VA
0,0,1.8444051,.24187984,1.2701439,.28195509,71,VA
.030454583,.0086933579,1.8968767,.24100554,1.4898401,.27301788,72,VA
0,0,1.8642728,.24154225,1.4302478,.27511853,73,VA
0,0,1.8315828,.2421021,1.3283908,.27923709,74,VA
0,0,1.8637323,.24155132,1.2533466,.28279641,75,VA
0,0,1.8550606,.24169776,1.5289229,.27174494,76,VA
0,0,1.8730769,.24139525,1.4211831,.27545649,77,VA
.26335669,.0069411187,1.8625669,.24157092,1.366339,.27761632,78,VA
0,0,1.8732206,.24139285,1.5079136,.27241954,79,VA
.18054344,.0070260591,1.8938476,.24105452,1.4578739,.27411935,80,VA
0,0,1.8527793,.24173655,1.3762833,.27720934,81,VA
0,0,1.8924751,.24107678,1.3487834,.27835244,82,VA
.15716909,.0070669604,1.8689704,.24146362,1.1609452,.28796789,83,VA
0,0,1.8644166,.24153984,1.6300257,.26878184,84,VA
0,0,1.8942941,.24104729,1.3747221,.27727276,85,VA
0,0,1.8625467,.24157126,1.4897952,.2730194,86,VA
0,0,1.8559067,.24168341,1.3258154,.27935117,87,VA
.22914568,.0069685397,1.8935225,.2410598,1.4161729,.27564549,88,VA
.28846699,.0069252304,1.8593087,.24162583,1.3972592,.27637365,89,VA
0,0,1.8465029,.2418438,1.3371507,.27885309,90,VA
.037665818,.0082428772,1.8343786,.24205333,1.2652715,.28219631,91,VA
.0093433717,.024486767,1.8735319,.24138768,1.5222224,.2719577,92,VA
0,0,1.8589095,.24163258,1.1404613,.28925657,93,VA
.13988715,.007106436,1.8817581,.24125181,1.3232036,.2794674,94,VA
.27762368,.0069317301,1.8304482,.24212193,1.2511784,.28290704,95,VA
.1906433,.0070116036,1.8817136,.24125254,1.4838773,.27321908,96,VA
.22241293,.0069749607,1.8514197,.2417597,1.4001906,.27625927,97,VA
.19555873,.0070051276,1.8726454,.24140242,1.521543,.27197939,98,VA
.024391571,.0093573062,1.8597471,.24161844,1.4567962,.27415746,99,VA
.30819201,.0069146059,1.8717219,.24141777,1.5442437,.27126661,100,VA
