draw,age,year,Na
1,0,2020,49314300
1,1,2020,38315265
1,2,2020,31404450
1,3,2020,19819620
1,4,2020,9372938.5
1,5,2020,4346382
1,6,2020,2860515.5
1,7,2020,4133120.5
