wp_int,sf_tot_cat,bsb_tot_cat,scup_tot_cat
1991,2,0,0
13614,2,0,0
37526,1,0,0
459,2,0,0
736,1,0,0
15240,1,0,0
1520,0,1,0
25073,0,1,0
10394,0,0,0
4522,0,1,0
12532,0,0,0
255,0,2,0
1032,0,3,0
10397,0,0,0
1424,1,0,0
4514,0,0,0
6236,2,0,0
2608,0,5,0
2569,0,7,0
6236,2,0,0
12532,0,0,0
186,0,4,0
29260,0,0,0
972,0,0,0
2222,0,1,0
1576,2,0,0
19480,0,0,0
1655,3,0,0
2608,1,0,0
19727,0,3,0
37526,1,0,0
788,1,1,0
4181,1,0,0
3223,0,0,0
1006,2,0,0
11788,0,0,0
5240,1,0,0
1327,0,0,0
15240,0,0,7
405,0,10,0
9519,0,2,0
2509,0,0,0
511,0,1,0
29260,2,0,0
706,2,0,0
7548,6,0,0
388,0,0,0
16506,1,0,0
16506,1,0,0
2989,0,1,0
4514,0,10,0
12767,8,1,0
3273,0,2,0
31846,0,0,0
3527,1,0,0
565,0,4,0
8457,0,6,0
1189,1,0,0
1426,0,0,0
28782,1,0,0
3408,1,0,0
588,0,20,0
4514,0,3,0
8036,2,0,0
2559,0,2,0
4514,0,0,0
1195,1,0,0
156,0,11,0
8036,0,2,0
5246,0,6,0
7966,2,0,0
370,28,0,0
9593,2,0,0
29260,0,0,0
4120,1,0,0
1935,0,1,0
1097,0,0,0
746,9,0,0
1543,2,2,0
931,1,0,0
2829,1,3,0
5490,0,5,0
1034,1,0,0
931,0,12,0
260,0,20,0
404,1,1,0
3770,1,0,0
18096,0,9,0
12532,1,0,0
1218,0,2,0
5911,0,1,0
786,0,2,0
778,2,0,0
188,0,0,0
1863,0,1,0
28852,5,0,0
43575,1,1,0
406,3,0,0
6236,0,3,0
19727,7,0,0
43575,1,1,0
12532,1,0,0
1042,0,0,0
4600,0,1,0
1535,0,2,0
9327,0,0,0
31846,0,0,0
5882,1,0,0
545,0,0,0
115,2,0,0
1441,0,10,0
3408,0,0,0
1612,2,0,0
3393,0,1,0
13614,2,0,0
3110,0,0,0
43575,1,1,0
3150,0,0,0
5246,1,0,0
2631,1,0,0
9614,2,4,0
6213,2,2,0
1972,0,2,0
12804,1,0,0
3761,0,1,0
28782,1,0,0
1924,1,0,0
2402,0,0,0
3782,0,1,0
6881,0,0,2
13614,0,2,0
2270,2,0,0
1189,2,0,0
3393,0,1,0
9528,0,2,0
1327,0,0,0
7878,0,0,0
3782,0,1,0
28852,5,0,0
4909,3,0,0
5182,6,0,0
37526,1,0,0
2808,6,0,0
9614,0,1,0
1415,2,0,0
2569,0,3,0
1796,0,0,0
9614,0,5,0
26682,0,0,0
254,0,15,0
13614,0,2,0
11032,2,0,0
12767,2,3,0
1966,0,0,0
5601,0,0,0
28852,1,0,0
43,1,0,0
2953,0,7,0
449,0,0,0
3490,2,0,0
169,3,0,0
10397,0,0,0
9327,0,0,0
5601,0,0,0
977,16,0,0
318,1,0,0
2837,0,38,0
3009,0,0,0
19727,0,0,0
844,2,0,0
7781,0,0,0
127,0,0,0
9290,0,8,0
1953,2,0,0
1655,0,0,0
3563,0,0,0
3097,0,4,0
1039,0,0,0
2608,0,5,0
43575,0,2,0
2032,3,0,0
4704,1,0,0
12532,0,0,0
445,0,0,0
2270,2,0,0
4498,1,0,0
749,2,0,0
2953,0,6,0
7169,1,0,0
5246,1,0,0
28852,5,0,0
1601,0,1,0
668,3,0,0
4966,0,1,0
5008,7,0,0
37526,1,0,0
3085,0,1,0
4545,0,2,0
945,0,0,0
3085,0,2,0
4966,0,1,0
193,0,3,0
706,2,0,0
10,0,0,0
43575,1,1,0
973,0,3,0
15764,0,2,0
5566,0,0,0
3888,0,5,0
9290,0,4,0
9593,2,0,0
424,0,2,0
4909,2,0,0
12532,0,0,0
13828,0,2,0
205,0,33,0
6937,1,0,0
942,15,0,0
528,0,7,0
12532,0,0,0
7878,1,0,0
367,1,0,0
13828,0,3,0
701,0,3,0
931,2,3,0
694,2,0,0
4498,5,0,0
1233,2,0,0
9593,2,0,0
18096,0,0,0
5637,0,0,0
4853,4,0,0
16506,1,0,0
6881,0,0,1
387,0,50,0
4120,1,0,0
2794,0,0,0
12767,0,1,0
2569,0,3,0
7709,7,0,0
890,3,0,0
3888,0,1,0
4514,0,3,0
1218,0,3,0
161,0,0,0
4909,0,0,0
18096,0,0,0
3136,0,0,0
10394,0,3,0
2392,2,0,0
11631,0,1,0
5246,1,0,0
168,0,4,0
817,4,0,0
1770,8,0,0
3009,0,0,0
711,0,7,0
1039,1,0,0
4419,5,0,0
778,2,0,0
652,0,0,0
43575,0,2,0
9593,1,0,0
9327,0,0,0
1141,0,6,0
650,0,0,0
1460,4,0,0
4142,1,0,0
12532,0,0,0
