draw,age,year,Na
1,0,2018,111400000
1,1,2018,77009600
1,2,2018,42719300
1,3,2018,107783000
1,4,2018,63251600
1,5,2018,21885400
1,6,2018,19131400
1,7,2018,115760000
2,0,2018,120063000
2,1,2018,80804600
2,2,2018,70156400
2,3,2018,148006000
2,4,2018,82019000
2,5,2018,30695900
2,6,2018,21152800
2,7,2018,135659000
3,0,2018,114186000
3,1,2018,67979800
3,2,2018,48813300
3,3,2018,127264000
3,4,2018,71882700
3,5,2018,21763400
3,6,2018,16953600
3,7,2018,115399000
4,0,2018,125078000
4,1,2018,94069600
4,2,2018,82931200
4,3,2018,138465000
4,4,2018,67704100
4,5,2018,24825600
4,6,2018,21957500
4,7,2018,138023000
5,0,2018,109674000
5,1,2018,77334200
5,2,2018,47941300
5,3,2018,132514000
5,4,2018,60314000
5,5,2018,25611800
5,6,2018,20739900
5,7,2018,106779000
6,0,2018,106282000
6,1,2018,62133000
6,2,2018,40430700
6,3,2018,104221000
6,4,2018,60580800
6,5,2018,24882600
6,6,2018,18960400
6,7,2018,108921000
7,0,2018,111368000
7,1,2018,71810000
7,2,2018,46935800
7,3,2018,108985000
7,4,2018,69972900
7,5,2018,21229500
7,6,2018,18129400
7,7,2018,115311000
8,0,2018,111552000
8,1,2018,90739600
8,2,2018,52514700
8,3,2018,106473000
8,4,2018,55554000
8,5,2018,18816800
8,6,2018,16692200
8,7,2018,110862000
9,0,2018,113269000
9,1,2018,74735400
9,2,2018,65384800
9,3,2018,113643000
9,4,2018,62741700
9,5,2018,18489700
9,6,2018,17082700
9,7,2018,110588000
10,0,2018,113243000
10,1,2018,67227500
10,2,2018,50129100
10,3,2018,138417000
10,4,2018,68970800
10,5,2018,20835900
10,6,2018,18100000
10,7,2018,125959000
11,0,2018,117106000
11,1,2018,111207000
11,2,2018,50616100
11,3,2018,132512000
11,4,2018,73120200
11,5,2018,27459000
11,6,2018,17674800
11,7,2018,148292000
12,0,2018,113463000
12,1,2018,107238000
12,2,2018,58239300
12,3,2018,143050000
12,4,2018,74312100
12,5,2018,29246200
12,6,2018,21909500
12,7,2018,121580000
13,0,2018,114622000
13,1,2018,62038000
13,2,2018,63452600
13,3,2018,107142000
13,4,2018,61861700
13,5,2018,19319700
13,6,2018,16072600
13,7,2018,112082000
14,0,2018,111181000
14,1,2018,57923600
14,2,2018,58018300
14,3,2018,123205000
14,4,2018,79894700
14,5,2018,23239300
14,6,2018,17576600
14,7,2018,114286000
15,0,2018,109353000
15,1,2018,55727500
15,2,2018,52699200
15,3,2018,111438000
15,4,2018,64379100
15,5,2018,22390400
15,6,2018,19226500
15,7,2018,111356000
16,0,2018,110967000
16,1,2018,56871800
16,2,2018,56965900
16,3,2018,130922000
16,4,2018,67659900
16,5,2018,26832400
16,6,2018,18543900
16,7,2018,118980000
17,0,2018,114633000
17,1,2018,59991600
17,2,2018,41653100
17,3,2018,100692000
17,4,2018,60153200
17,5,2018,22743100
17,6,2018,13747800
17,7,2018,129407000
18,0,2018,119435000
18,1,2018,77655600
18,2,2018,65709000
18,3,2018,156084000
18,4,2018,67310400
18,5,2018,23266700
18,6,2018,21325800
18,7,2018,120334000
19,0,2018,107405000
19,1,2018,87693500
19,2,2018,46310100
19,3,2018,97667300
19,4,2018,52316900
19,5,2018,18104800
19,6,2018,15059400
19,7,2018,94491700
20,0,2018,118131000
20,1,2018,119935000
20,2,2018,60983900
20,3,2018,147536000
20,4,2018,74620400
20,5,2018,25632500
20,6,2018,21077100
20,7,2018,132401000
21,0,2018,114466000
21,1,2018,56542200
21,2,2018,61389600
21,3,2018,135306000
21,4,2018,74849400
21,5,2018,22968200
21,6,2018,19320700
21,7,2018,123515000
22,0,2018,117666000
22,1,2018,119623000
22,2,2018,58747900
22,3,2018,137736000
22,4,2018,76769000
22,5,2018,26859200
22,6,2018,17550800
22,7,2018,143279000
23,0,2018,113087000
23,1,2018,67183300
23,2,2018,53610700
23,3,2018,124273000
23,4,2018,68749700
23,5,2018,23915500
23,6,2018,18783900
23,7,2018,124460000
24,0,2018,114560000
24,1,2018,136418000
24,2,2018,51722300
24,3,2018,122149000
24,4,2018,63352000
24,5,2018,26967700
24,6,2018,20994700
24,7,2018,122831000
25,0,2018,104984000
25,1,2018,74568100
25,2,2018,35440500
25,3,2018,109344000
25,4,2018,47372600
25,5,2018,18974800
25,6,2018,14682500
25,7,2018,96599600
26,0,2018,102843000
26,1,2018,49388000
26,2,2018,37815600
26,3,2018,87807400
26,4,2018,54987800
26,5,2018,18711300
26,6,2018,14160400
26,7,2018,97378900
27,0,2018,115327000
27,1,2018,55651900
27,2,2018,38510300
27,3,2018,123465000
27,4,2018,77164400
27,5,2018,26184400
27,6,2018,19245300
27,7,2018,134728000
28,0,2018,111367000
28,1,2018,58035000
28,2,2018,54084600
28,3,2018,146711000
28,4,2018,62432900
28,5,2018,20637700
28,6,2018,17072700
28,7,2018,116906000
29,0,2018,111270000
29,1,2018,63496700
29,2,2018,44802800
29,3,2018,119630000
29,4,2018,65342900
29,5,2018,25961500
29,6,2018,16763800
29,7,2018,123125000
30,0,2018,109983000
30,1,2018,64573900
30,2,2018,48913900
30,3,2018,129200000
30,4,2018,69823300
30,5,2018,26235300
30,6,2018,22628400
30,7,2018,120598000
31,0,2018,110324000
31,1,2018,78057800
31,2,2018,53234700
31,3,2018,124644000
31,4,2018,74565900
31,5,2018,25660100
31,6,2018,18271900
31,7,2018,115674000
32,0,2018,112079000
32,1,2018,66031600.00000001
32,2,2018,53602000
32,3,2018,114003000
32,4,2018,66822000
32,5,2018,26189400
32,6,2018,19173200
32,7,2018,118196000
33,0,2018,106420000
33,1,2018,72642900
33,2,2018,47882600
33,3,2018,125953000
33,4,2018,67055899.99999999
33,5,2018,23491000
33,6,2018,19048000
33,7,2018,118321000
34,0,2018,116706000
34,1,2018,65867899.99999999
34,2,2018,61837500
34,3,2018,141104000
34,4,2018,79511400
34,5,2018,24136800
34,6,2018,20445600
34,7,2018,147232000
35,0,2018,116478000
35,1,2018,55692900
35,2,2018,41545700
35,3,2018,125302000
35,4,2018,76844100
35,5,2018,29188400
35,6,2018,22622700
35,7,2018,143131000
36,0,2018,116555000
36,1,2018,61845100
36,2,2018,53514800
36,3,2018,148989000
36,4,2018,86414000
36,5,2018,31879700
36,6,2018,21387400
36,7,2018,131646000
37,0,2018,109722000
37,1,2018,83534600
37,2,2018,56227100
37,3,2018,119213000
37,4,2018,70924400
37,5,2018,24575400
37,6,2018,21646500
37,7,2018,112944000
38,0,2018,106932000
38,1,2018,70166200
38,2,2018,60012200
38,3,2018,122537000
38,4,2018,63397800
38,5,2018,21749300
38,6,2018,18181000
38,7,2018,98337100
39,0,2018,114341000
39,1,2018,74888800
39,2,2018,51949600
39,3,2018,133448000
39,4,2018,69730100
39,5,2018,25252800
39,6,2018,22383600
39,7,2018,124282000
40,0,2018,119418000
40,1,2018,83248300
40,2,2018,56166900
40,3,2018,144948000
40,4,2018,86173000
40,5,2018,26672300
40,6,2018,17648700
40,7,2018,131194000
41,0,2018,119983000
41,1,2018,63979300
41,2,2018,54915900
41,3,2018,152496000
41,4,2018,84098200
41,5,2018,30346700
41,6,2018,21092500
41,7,2018,157665000
42,0,2018,102434000
42,1,2018,52364100
42,2,2018,49063900
42,3,2018,95236700
42,4,2018,57952800
42,5,2018,19417000
42,6,2018,14931700
42,7,2018,102339000
43,0,2018,120472000
43,1,2018,53099600
43,2,2018,42910400
43,3,2018,112233000
43,4,2018,72947000
43,5,2018,25894900
43,6,2018,23962300
43,7,2018,158528000
44,0,2018,117544000
44,1,2018,93942500
44,2,2018,49329900
44,3,2018,125896000
44,4,2018,80727000
44,5,2018,26259500
44,6,2018,19369100
44,7,2018,132058000
45,0,2018,112921000
45,1,2018,76004300
45,2,2018,70656200
45,3,2018,157142000
45,4,2018,80829200
45,5,2018,29606800
45,6,2018,21053500
45,7,2018,120192000
46,0,2018,106206000
46,1,2018,85243000
46,2,2018,35993300
46,3,2018,113427000
46,4,2018,57360900
46,5,2018,20684200
46,6,2018,16369400
46,7,2018,100958000
47,0,2018,118002000
47,1,2018,101764000
47,2,2018,71731400
47,3,2018,141272000
47,4,2018,89066400
47,5,2018,30464800
47,6,2018,25043700
47,7,2018,135281000
48,0,2018,112488000
48,1,2018,81003800
48,2,2018,62686200
48,3,2018,144046000
48,4,2018,74555600
48,5,2018,27106800
48,6,2018,19115300
48,7,2018,117506000
49,0,2018,105123000
49,1,2018,66608800
49,2,2018,52677700
49,3,2018,102137000
49,4,2018,62115200
49,5,2018,18154500
49,6,2018,15272400
49,7,2018,97319800
50,0,2018,111324000
50,1,2018,67020399.99999999
50,2,2018,41429300
50,3,2018,122311000
50,4,2018,67504200
50,5,2018,23779300
50,6,2018,19382100
50,7,2018,117456000
51,0,2018,114410000
51,1,2018,78287100
51,2,2018,63102100
51,3,2018,150237000
51,4,2018,88053800
51,5,2018,24080800
51,6,2018,23477300
51,7,2018,114578000
52,0,2018,114689000
52,1,2018,51899100
52,2,2018,47024700
52,3,2018,127032000
52,4,2018,80905900
52,5,2018,26307600
52,6,2018,19036200
