dtrip,state,period,fluke_bag,fluke_min,fluke_max,fluke_bag1,fluke_min1,fluke_max1,fluke_bag2,fluke_min2,fluke_max2,bsb_bag,bsb_min,scup_bag,scup_min
31077,MA,22,0,100,100,0,100,100,0,100,100,0,100,30,11
6607,MD,6,4,16,100,4,16,100,0,100,100,0,100,50,10
9385,MD,7,4,16,100,4,16,100,0,100,100,0,100,50,10
68687,MD,8,4,16,100,4,16,100,0,100,100,0,100,50,10
2024,MD,9,4,16,100,4,16,100,0,100,100,0,100,50,10
24734,MD,10,4,16,100,4,16,100,0,100,100,15,13,50,10
18475,MD,11,4,16,100,4,16,100,0,100,100,15,13,50,10
58536,MD,12,4,16,100,4,16,100,0,100,100,15,13,50,10
102960,MD,13,4,16,100,4,16,100,0,100,100,15,13,50,10
85834,MD,14,4,16,100,4,16,100,0,100,100,15,13,50,10
89900,MD,15,4,16,100,4,16,100,0,100,100,15,13,50,10
42604,MD,16,4,16,100,4,16,100,0,100,100,15,13,50,10
66365,MD,17,4,16,100,4,16,100,0,100,100,15,13,50,10
63796,MD,18,4,16,100,4,16,100,0,100,100,15,13,50,10
214313,MD,19,4,16,100,4,16,100,0,100,100,15,13,50,10
7006,MD,20,4,16,100,4,16,100,0,100,100,15,13,50,10
1719,MD,21,4,16,100,4,16,100,0,100,100,15,13,50,10
15019,MD,22,4,16,100,4,16,100,0,100,100,15,13,50,10
1383,MD,24,4,16,100,4,16,100,0,100,100,0,100,50,10
1858,NC,1,0,100,100,0,100,100,0,100,100,0,100,50,10
6268,NC,2,0,100,100,0,100,100,0,100,100,0,100,50,10
764,NC,3,0,100,100,0,100,100,0,100,100,0,100,50,10
6972,NC,4,0,100,100,0,100,100,0,100,100,0,100,50,10
15930,NC,5,0,100,100,0,100,100,0,100,100,0,100,50,10
5753,NC,6,0,100,100,0,100,100,0,100,100,0,100,50,10
38561,NC,7,0,100,100,0,100,100,0,100,100,0,100,50,10
20709,NC,8,0,100,100,0,100,100,0,100,100,0,100,50,10
10927,NC,9,0,100,100,0,100,100,0,100,100,15,13,50,10
58072,NC,10,0,100,100,0,100,100,0,100,100,15,13,50,10
22312,NC,11,0,100,100,0,100,100,0,100,100,15,13,50,10
25591,NC,12,0,100,100,0,100,100,0,100,100,15,13,50,10
52069,NC,13,0,100,100,0,100,100,0,100,100,15,13,50,10
63820,NC,14,0,100,100,0,100,100,0,100,100,15,13,50,10
55341,NC,15,0,100,100,0,100,100,0,100,100,15,13,50,10
63094,NC,16,4,15,100,4,15,100,0,100,100,15,13,50,10
59774,NC,17,4,15,100,4,15,100,0,100,100,15,13,50,10
33175,NC,18,4,15,100,4,15,100,0,100,100,15,13,50,10
34695,NC,19,0,100,100,0,100,100,0,100,100,15,13,50,10
29845,NC,20,0,100,100,0,100,100,0,100,100,15,13,50,10
30868,NC,21,0,100,100,0,100,100,0,100,100,15,13,50,10
8499,NC,22,0,100,100,0,100,100,0,100,100,15,13,50,10
10006,NC,23,0,100,100,0,100,100,0,100,100,15,13,50,10
4533,NC,24,0,100,100,0,100,100,0,100,100,0,100,50,10
1879,NJ,5,0,100,100,0,100,100,0,100,100,0,100,50,11
19682,NJ,8,0,100,100,0,100,100,0,100,100,0,100,50,11
21219,NJ,9,0,100,100,2,17,18,1,18,100,0,100,50,11
279228,NJ,10,0,100,100,2,17,18,1,18,100,10,13,50,11
299792,NJ,11,0,100,100,2,17,18,1,18,100,10,13,50,11
665262,NJ,12,0,100,100,2,17,18,1,18,100,0,100,50,11
572385,NJ,13,0,100,100,2,17,18,1,18,100,2,13,50,11
833641,NJ,14,0,100,100,2,17,18,1,18,100,2,13,50,11
679393,NJ,15,0,100,100,2,17,18,1,18,100,2,13,50,11
389253,NJ,16,0,100,100,2,17,18,1,18,100,2,13,50,11
542235,NJ,17,0,100,100,2,17,18,1,18,100,0,100,50,11
216447,NJ,18,0,100,100,2,17,18,1,18,100,0,100,50,11
176526,NJ,19,0,100,100,0,100,100,0,100,100,10,13,50,11
94798,NJ,20,0,100,100,0,100,100,0,100,100,10,13,50,11
168935,NJ,21,0,100,100,0,100,100,0,100,100,15,13,50,11
17369,NJ,22,0,100,100,0,100,100,0,100,100,15,13,50,11
2631,NJ,23,0,100,100,0,100,100,0,100,100,15,13,50,11
5644,NJ,24,0,100,100,0,100,100,0,100,100,15,13,50,11
165879,NY,8,0,100,100,0,100,100,0,100,100,0,100,30,11
121112,NY,9,4,19,100,4,19,100,0,100,100,0,100,30,11
325761,NY,10,4,19,100,4,19,100,0,100,100,0,100,30,11
328834,NY,11,4,19,100,4,19,100,0,100,100,0,100,30,11
392265,NY,12,4,19,100,4,19,100,0,100,100,3,16,30,11
281796,NY,13,4,19,100,4,19,100,0,100,100,3,16,30,11
310511,NY,14,4,19,100,4,19,100,0,100,100,3,16,30,11
570649,NY,15,4,19,100,4,19,100,0,100,100,3,16,30,11
638666,NY,16,4,19,100,4,19,100,0,100,100,3,16,30,11
412478,NY,17,4,19,100,4,19,100,0,100,100,6,16,30,11
619090,NY,18,4,19,100,4,19,100,0,100,100,6,16,30,11
199388,NY,19,4,19,100,4,19,100,0,100,100,6,16,30,11
113273,NY,20,0,100,100,0,100,100,0,100,100,6,16,30,11
175786,NY,21,0,100,100,0,100,100,0,100,100,6,16,30,11
86887,NY,22,0,100,100,0,100,100,0,100,100,6,16,30,11
6204,NY,23,0,100,100,0,100,100,0,100,100,6,16,30,11
2506,NY,24,0,100,100,0,100,100,0,100,100,6,16,30,11
4915,RI,7,0,100,100,0,100,100,0,100,100,0,100,30,11
7010,RI,8,0,100,100,0,100,100,0,100,100,0,100,30,11
16219,RI,9,4,18,100,4,18,100,0,100,100,0,100,30,11
37314,RI,10,4,18,100,4,18,100,0,100,100,2,16,30,11
90794,RI,11,4,18,100,4,18,100,0,100,100,2,16,30,11
108045,RI,12,4,18,100,4,18,100,0,100,100,2,16,30,11
116726,RI,13,4,18,100,4,18,100,0,100,100,2,16,30,11
193190,RI,14,4,18,100,4,18,100,0,100,100,2,16,30,11
167766,RI,15,4,18,100,4,18,100,0,100,100,2,16,30,11
117051,RI,16,4,18,100,4,18,100,0,100,100,2,16,30,11
146865,RI,17,4,18,100,4,18,100,0,100,100,3,16,30,11
171179,RI,18,4,18,100,4,18,100,0,100,100,3,16,30,11
104634,RI,19,4,18,100,4,18,100,0,100,100,3,16,30,11
52081,RI,20,4,18,100,4,18,100,0,100,100,3,16,30,11
38181,RI,21,4,18,100,4,18,100,0,100,100,3,16,30,11
10098,VA,7,4,16,100,4,16,100,0,100,100,0,100,30,10
6148,VA,8,4,16,100,4,16,100,0,100,100,0,100,30,10
15021,VA,9,4,16,100,4,16,100,0,100,100,0,100,30,10
54874,VA,10,4,16,100,4,16,100,0,100,100,15,13,30,10
84458,VA,11,4,16,100,4,16,100,0,100,100,15,13,30,10
50093,VA,12,4,16,100,4,16,100,0,100,100,15,13,30,10
131016,VA,13,4,16,100,4,16,100,0,100,100,15,13,30,10
238431,VA,14,4,16,100,4,16,100,0,100,100,15,13,30,10
167396,VA,15,4,16,100,4,16,100,0,100,100,15,13,30,10
93372,VA,16,4,16,100,4,16,100,0,100,100,15,13,30,10
73290,VA,17,4,16,100,4,16,100,0,100,100,15,13,30,10
128690,VA,18,4,16,100,4,16,100,0,100,100,15,13,30,10
248822,VA,19,4,16,100,4,16,100,0,100,100,15,13,30,10
98283,VA,20,4,16,100,4,16,100,0,100,100,15,13,30,10
127199,VA,21,4,16,100,4,16,100,0,100,100,15,13,30,10
881,VA,23,4,16,100,4,16,100,0,100,100,15,13,30,10
4648,VA,24,4,16,100,4,16,100,0,100,100,0,100,30,10
