wp_int,sf_tot_cat,bsb_tot_cat,scup_tot_cat
7965,0,1,0
3341,0,1,0
306,0,4,0
3353,0,2,0
388,0,3,0
2495,0,4,0
7,0,1,0
530,0,1,0
7965,0,4,0
354,0,7,0
1371,0,1,0
428,0,5,0
547,0,3,0
1274,0,0,0
350,0,10,0
342,0,1,0
494,0,3,0
599,1,0,0
321,0,1,0
1522,0,1,0
445,0,1,0
2495,0,1,0
2495,0,12,0
301,0,3,0
141,0,5,0
1186,0,1,0
2329,0,1,0
168,0,7,0
158,0,2,0
2495,0,4,0
368,0,1,0
816,0,3,0
354,0,1,0
7965,0,1,0
3584,0,12,0
3098,0,4,0
2495,0,1,0
2958,0,1,0
370,0,1,0
1881,0,8,0
2276,1,0,0
7965,0,4,0
3481,0,1,0
759,0,1,0
4483,0,1,0
1881,0,8,0
1274,0,2,0
2249,0,5,0
1249,0,3,0
4483,0,1,0
7044,0,1,0
3945,0,10,0
891,0,1,0
321,0,17,0
670,0,1,0
7139,0,1,0
3556,0,1,0
3134,0,1,0
716,0,3,0
164,0,1,0
873,0,6,0
2495,0,1,0
917,0,1,0
255,0,1,0
590,0,1,0
1996,0,1,0
185,0,6,0
3584,0,12,0
7965,0,1,0
841,0,1,0
305,0,2,0
249,0,25,0
451,0,2,0
7965,0,1,0
872,0,2,0
187,0,2,0
241,0,5,0
7965,0,1,0
186,0,2,0
1962,0,1,0
2197,0,3,0
1034,0,4,0
551,0,5,0
7965,0,4,0
3584,0,12,0
280,0,2,0
270,0,2,0
1860,0,1,0
2232,0,1,0
362,0,2,0
805,0,1,0
1881,0,4,0
766,0,6,0
327,0,1,0
537,0,1,0
377,0,2,0
1203,0,1,0
269,0,2,0
2276,1,0,0
21021,0,1,0
624,0,4,0
7044,0,1,0
3353,0,2,0
895,0,3,0
2495,0,1,0
5266,0,1,0
3584,0,12,0
2685,0,3,0
1400,0,12,0
1282,0,1,0
590,0,5,0
270,0,2,0
872,0,1,0
805,0,1,0
2685,0,2,0
21021,0,1,0
321,0,50,0
156,0,0,0
3098,0,1,0
317,0,5,0
345,0,4,0
346,0,15,0
659,0,10,0
21021,0,1,0
245,0,0,0
2107,0,1,0
274,0,1,0
2495,0,1,0
895,0,6,0
590,0,1,0
868,0,1,0
1793,0,1,0
3098,0,2,0
1881,0,8,0
431,0,3,0
356,0,10,0
1274,0,0,0
801,0,2,0
2495,0,4,0
524,0,8,0
2276,0,1,0
302,0,4,0
479,0,33,0
2183,0,2,0
3098,0,2,0
3584,0,12,0
670,0,1,0
3945,0,3,0
718,0,1,0
280,0,1,0
632,0,1,0
547,0,3,0
246,0,2,0
2276,0,1,0
659,0,10,0
4483,0,6,0
1472,0,3,0
1881,0,8,0
7965,0,1,0
21021,0,1,0
537,0,1,0
616,0,1,0
21021,0,1,0
2276,1,0,0
365,0,4,0
299,0,5,0
1368,0,4,0
1368,0,4,0
1642,0,1,0
1274,0,2,0
1962,0,1,0
1952,0,1,0
112,0,2,0
210,0,15,0
537,0,1,0
895,0,6,0
1203,0,1,0
3584,0,1,0
368,0,2,0
3945,0,3,0
21021,0,1,0
21021,0,1,0
428,0,5,0
624,0,2,0
1522,0,1,0
168,0,1,0
3945,0,3,0
7044,0,1,0
895,0,8,0
1282,0,1,0
801,0,2,0
3341,0,1,0
1952,0,1,0
3584,0,12,0
380,0,2,0
1881,0,3,0
7965,0,1,0
2375,0,1,0
718,0,2,0
360,0,2,0
868,0,1,0
7965,0,1,0
2495,0,1,0
226,0,2,0
893,0,2,0
890,0,2,0
2117,0,1,0
2329,0,1,0
632,0,1,0
168,0,8,0
3945,0,4,0
1122,0,7,0
176,0,1,0
1006,0,5,0
98,0,1,0
3098,0,4,0
21021,0,1,0
9,0,2,0
342,0,1,0
530,0,3,0
421,0,1,0
21021,0,1,0
2495,0,2,0
7965,0,1,0
895,0,4,0
21021,0,1,0
270,0,2,0
531,0,1,0
2249,0,5,0
760,0,2,0
21021,0,1,0
2375,0,1,0
113,0,2,0
341,3,0,0
2276,1,0,0
164,0,1,0
112,0,10,0
1006,0,1,0
3098,0,4,0
1491,0,1,0
7965,0,1,0
2117,0,10,0
2203,0,2,0
576,0,1,0
1521,1,0,0
1371,0,1,0
590,0,1,0
7139,0,1,0
1400,0,12,0
336,0,4,0
1089,0,15,0
7139,0,1,0
3134,0,3,0
166,0,5,0
669,0,1,0
1282,0,1,0
2495,0,4,0
1089,0,15,0
2495,0,1,0
630,0,2,0
1881,0,8,0
21021,0,1,0
895,0,3,0
895,0,5,0
7965,0,4,0
4483,0,1,0
841,0,1,0
1881,0,8,0
336,0,4,0
1522,0,1,0
3098,0,2,0
3481,0,1,0
624,0,2,0
1235,0,13,0
2276,1,0,0
362,0,3,0
246,0,2,0
807,0,3,0
759,0,1,0
659,0,10,0
3945,0,3,0
379,0,4,0
106,0,5,0
21021,0,1,0
233,0,1,0
5266,0,1,0
2495,0,4,0
2646,0,1,0
759,0,1,0
100,0,10,0
1711,0,3,0
707,0,12,0
1186,0,1,0
603,0,2,0
590,0,2,0
7139,0,1,0
170,0,5,0
4483,0,1,0
3945,0,4,0
1997,0,10,0
2958,0,1,0
3945,0,10,0
212,0,3,0
760,0,2,0
414,0,8,0
895,0,5,0
