state,length,prob_star,nfish,tot_cat,q
NC,30,.0000296943599096,62844.20945271384,.41165292,6.5503714e-06
NJ,6,.0000528555522123,1220918.52761507,702.08649,.0005750478
NJ,7,.0005411860183813,14648127.62233973,7188.6372,.00049075467
NJ,8,.003215457778424,17700423.2045567,42711.301,.0024130102
NJ,9,.0121998488903046,19526977.21773148,162052.02,.0082988786
NJ,10,.0329344347119331,7319721.747608185,437471.94,.059766199
NJ,11,.0665457472205162,6807616.697880607,883934.94,.12984499
NJ,12,.1060565188527107,5129077.179595958,1408761.1,.27466172
NJ,13,.1380732357501984,7811528.498543594,1834043,.2347867
NJ,14,.1512686461210251,10622623.2087824,2009319.1,.1891547
NJ,15,.1428837329149246,19989510.44334469,1897941.4,.094946869
NJ,16,.1185048446059227,10726731.03776815,1574113.8,.14674683
NJ,17,.0877235531806946,10062679.26104955,1165242.3,.11579841
NJ,18,.0612108185887337,6038878.782835165,813070.44,.13463931
NJ,19,.0372685976326466,5666636.764179095,495043.16,.087361015
NJ,20,.0209353324025869,4624082.552009279,278086.47,.060138732
NJ,21,.0109680471941829,2222816.851014554,145689.86,.065542899
NJ,22,.0053559993393719,2827079.242928998,71144.367,.025165325
NJ,23,.0024732314050198,1938577.603260271,32852.223,.01694656
NJ,24,.0010703562293202,1946071.29072395,14217.667,.0073058307
NJ,25,.0004478889750317,898671.8199496812,5949.3618,.0066201719
NJ,26,.0001666890602792,935305.1976304419,2214.1504,.0023673025
NJ,27,.0000661600934109,452822.1843937254,878.81226,.0019407447
NJ,28,.0000243706599576,459087.6791513084,323.71832,.00070513401
NJ,29,8.43599809741e-06,152524.5591830956,112.05635,.00073467742
NJ,30,2.81199936580e-06,62844.20945271384,37.352116,.00059436052
NJ,31,1.01544412701e-06,31422.10374600906,13.488263,.00042926034
NJ,32,2.34333271010e-07,10474.03458200302,3.1126761,.00029718023
NY,6,.0000150387431859,1220918.52761507,76.756676,.000062867977
NY,7,.0001974598271772,14648127.62233973,1007.8209,.00006880203
NY,8,.0012917511630803,17700423.2045567,6593.0063,.00037247734
NY,9,.0054656150750816,19526977.21773148,27896.111,.0014285934
NY,10,.0167550425976515,7319721.747608185,85516.547,.011683033
NY,11,.0390624962747097,6807616.697880607,199372.2,.029286638
NY,12,.0718481689691544,5129077.179595958,366707.97,.071495898
NY,13,.1088207215070724,7811528.498543594,555413.25,.07110174
NY,14,.1395017951726913,10622623.2087824,712007.25,.067027442
NY,15,.1546835005283356,19989510.44334469,789493.63,.039495397
NY,16,.1510529369115829,10726731.03776815,770963.44,.071873099
NY,17,.1321693956851959,10062679.26104955,674583.19,.067038126
NY,18,.1041359454393387,6038878.782835165,531502.5,.08801344
NY,19,.028997927904129,5666636.764179095,148003.36,.026118377
NY,20,.0192735102027655,4624082.552009279,98370.625,.021273544
NY,21,.0120363216847181,2222816.851014554,61432.531,.027637243
NY,22,.0070216190069914,2827079.242928998,35837.844,.012676632
NY,23,.0038560682442039,1938577.603260271,19681.098,.010152339
NY,24,.0019813030958176,1946071.29072395,10112.431,.0051963311
NY,25,.0009998491732404,898671.8199496812,5103.1592,.0056785569
NY,26,.00046588096302,935305.1976304419,2377.8232,.0025422967
NY,27,.0002156950649805,452822.1843937254,1100.8923,.0024311801
NY,28,.0000906979548745,459087.6791513084,462.91592,.0010083388
NY,29,.0000381314639526,152524.5591830956,194.62029,.0012759931
NY,30,.0000148821300172,62844.20945271384,75.957336,.0012086609
NY,31,6.19556476522e-06,31422.10374600906,31.621723,.0010063528
NY,32,2.04389766623e-06,10474.03458200302,10.431909,.00099597801
RI,6,.0000150387395479,1220918.52761507,8.0589895,6.6007597e-06
RI,7,.0001942577364389,14648127.62233973,104.09923,7.1066574e-06
RI,8,.0012708036229014,17700423.2045567,681.00079,.0000384737
RI,9,.0053769825026393,19526977.21773148,2881.4282,.00014756141
RI,10,.016483336687088,7319721.747608185,8833.123,.0012067567
RI,11,.0384290441870689,6807616.697880607,20593.434,.0030250577
RI,12,.0706830471754074,5129077.179595958,37877.773,.0073849102
RI,13,.1070560365915298,7811528.498543594,57369.402,.0073441966
RI,14,.1372395604848862,10622623.2087824,73544.211,.006923357
RI,15,.1521750688552856,19989510.44334469,81547.883,.0040795337
RI,16,.1486033946275711,10726731.03776815,79633.883,.0074238726
RI,17,.1300260871648788,10062679.26104955,69678.641,.006924462
RI,18,.1024472266435623,6038878.782835165,54899.625,.0090910299
RI,19,.0347974970936775,5666636.764179095,18647.352,.0032907266
RI,20,.0231282021850348,4624082.552009279,12393.987,.0026803126
RI,21,.0144435800611973,2222816.851014554,7740.0547,.0034820929
RI,22,.0084259398281574,2827079.242928998,4515.3096,.0015971641
RI,23,.0046272799372673,1938577.603260271,2479.676,.0012791214
RI,24,.0023775629233569,1946071.29072395,1274.0931,.00065470015
RI,25,.0011998186819255,898671.8199496812,642.96124,.00071545719
RI,26,.0005590569344349,935305.1976304419,299.58856,.00032031102
RI,27,.0002588339848444,452822.1843937254,138.70447,.00030631112
RI,28,.0001088375065592,459087.6791513084,58.324062,.0001270434
RI,29,.000045757737098,152524.5591830956,24.520748,.00016076591
RI,30,.0000178585487447,62844.20945271384,9.570075,.00015228253
RI,31,7.43467489883e-06,31422.10374600906,3.9841084,.00012679318
RI,32,2.45267642640e-06,10474.03458200302,1.3143451,.00012548604
VA,6,.0152752656140365,1220918.52761507,24226.77,.019843068
VA,7,.0280085392296314,14648127.62233973,44421.906,.0030325996
VA,8,.0523384809494019,17700423.2045567,83009.508,.0046896907
VA,9,.080042839050293,19526977.21773148,126948.98,.0065012104
VA,10,.1039512455463409,7319721.747608185,164868.03,.022523811
VA,11,.1175531148910522,6807616.697880607,186440.77,.027387083
VA,12,.1196767538785934,5129077.179595958,189808.89,.037006442
VA,13,.1105149984359741,7811528.498543594,175278.22,.022438401
VA,14,.0946987271308899,10622623.2087824,150193.41,.014139012
VA,15,.0752198100090027,19989510.44334469,119299.59,.0059681097
VA,16,.0567229501903057,10726731.03776815,89963.336,.0083868364
VA,17,.0519709326326847,10062679.26104955,82426.578,.0081913155
VA,18,.0355699248611927,6038878.782835165,56414.363,.0093418602
VA,19,.0232209954410791,5666636.764179095,36828.801,.0064992346
VA,20,.014601050876081,4624082.552009279,23157.457,.0050080111
VA,21,.0089325252920389,2222816.851014554,14167.102,.0063734902
VA,22,.0052140722982585,2827079.242928998,8269.5869,.0029251345
VA,23,.0029953571502119,1938577.603260271,4750.6753,.0024505984
VA,24,.0016265087760985,1946071.29072395,2579.6641,.0013255753
VA,25,.0008905981085263,898671.8199496812,1412.5001,.0015717641
VA,26,.0004887764225714,935305.1976304419,775.20575,.00082882651
VA,27,.0002521683345549,452822.1843937254,399.94226,.00088322145
VA,28,.0001253976952285,459087.6791513084,198.88237,.00043321218
VA,29,.0000718519513612,152524.5591830956,113.95813,.00074714608
VA,30,.0000370701163774,62844.20945271384,58.793686,.00093554659
