draw,age,year,Na
1,0,2019,50334900
1,1,2019,52153700
1,2,2019,29383600
1,3,2019,14443400
1,4,2019,7597700
1,5,2019,6075850
1,6,2019,3060760
1,7,2019,4126980
2,0,2019,51258300
2,1,2019,47313400
2,2,2019,30179000
2,3,2019,13116400
2,4,2019,7301160
2,5,2019,6211810
2,6,2019,2992610
2,7,2019,3749650
3,0,2019,51207700
3,1,2019,57798400
3,2,2019,32890000
3,3,2019,15394300
3,4,2019,7945350
3,5,2019,6206850
3,6,2019,3047950
3,7,2019,3570030
4,0,2019,49936600
4,1,2019,46712200
4,2,2019,25743000
4,3,2019,14376700
4,4,2019,7408680
4,5,2019,5895910
4,6,2019,2835810
4,7,2019,4069060
5,0,2019,52279300
5,1,2019,57832100
5,2,2019,32824900
5,3,2019,17456000
5,4,2019,8558270
5,5,2019,7173330
5,6,2019,3631840
5,7,2019,4625600
6,0,2019,50429200
6,1,2019,53047600
6,2,2019,28421400
6,3,2019,14845900
6,4,2019,7447150
6,5,2019,5994210
6,6,2019,2723680
6,7,2019,3950280
7,0,2019,50766500
7,1,2019,58715700
7,2,2019,30584500
7,3,2019,14454400
7,4,2019,7982840
7,5,2019,5550560
7,6,2019,2692720
7,7,2019,3764180
8,0,2019,51721900
8,1,2019,61011600
8,2,2019,33627300
8,3,2019,15725800
8,4,2019,8248290.000000001
8,5,2019,6187590
8,6,2019,3349340
8,7,2019,4670980
9,0,2019,51783600
9,1,2019,61479400
9,2,2019,30712000
9,3,2019,15552200
9,4,2019,7601960
9,5,2019,5642740
9,6,2019,2921620
9,7,2019,4045840
10,0,2019,50814400
10,1,2019,47895500
10,2,2019,31295800
10,3,2019,13871900
10,4,2019,8858720
10,5,2019,6247870
10,6,2019,3176910
10,7,2019,3978320
11,0,2019,51225000
11,1,2019,66111399.99999999
11,2,2019,33027600
11,3,2019,15676600
11,4,2019,8106670
11,5,2019,6878630
11,6,2019,3293930
11,7,2019,4262060
12,0,2019,52137700
12,1,2019,53468700
12,2,2019,28024800
12,3,2019,16623000
12,4,2019,7574830
12,5,2019,6554780
12,6,2019,3256970
12,7,2019,3909470
13,0,2019,51375600
13,1,2019,62866100
13,2,2019,29438800
13,3,2019,15327300
13,4,2019,7270910
13,5,2019,5334530
13,6,2019,2680450
13,7,2019,3877790
14,0,2019,50997800
14,1,2019,61896700
14,2,2019,31035900
14,3,2019,15717200
14,4,2019,8753960
14,5,2019,7008140
14,6,2019,3117940
14,7,2019,3881520
15,0,2019,50602400
15,1,2019,58496900
15,2,2019,26652000
15,3,2019,14230000
15,4,2019,7563180
15,5,2019,5049080
15,6,2019,2609390
15,7,2019,3582410
16,0,2019,51383600
16,1,2019,55453700
16,2,2019,29816900
16,3,2019,15255200
16,4,2019,8520410
16,5,2019,6758960
16,6,2019,3277520
16,7,2019,4048940
17,0,2019,52395000
17,1,2019,57907100
17,2,2019,34574600
17,3,2019,17095600
17,4,2019,8999420
17,5,2019,7208080
17,6,2019,3668330
17,7,2019,4825770
18,0,2019,51265100
18,1,2019,55611000
18,2,2019,31315200
18,3,2019,17634300
18,4,2019,7909910
18,5,2019,6372000
18,6,2019,3122930
18,7,2019,3996700
19,0,2019,51072600
19,1,2019,61941600
19,2,2019,31691600
19,3,2019,15984700
19,4,2019,8578710
19,5,2019,6881040
19,6,2019,3074960
19,7,2019,4013570
20,0,2019,51860100
20,1,2019,46837300
20,2,2019,31307300
20,3,2019,15222500
20,4,2019,8070630
20,5,2019,6146750
20,6,2019,3148170
20,7,2019,4173370
21,0,2019,51535900
21,1,2019,59437300
21,2,2019,31852900
21,3,2019,15632600
21,4,2019,8467990
21,5,2019,6931920
21,6,2019,3317630
21,7,2019,4657790
22,0,2019,51426400
22,1,2019,56383000
22,2,2019,28104500
22,3,2019,14498200
22,4,2019,7914350
22,5,2019,5666730
22,6,2019,2844970
22,7,2019,4112860
23,0,2019,51298400
23,1,2019,59992200
23,2,2019,30279300
23,3,2019,14275900
23,4,2019,8009170
23,5,2019,6286010
23,6,2019,3241830
23,7,2019,3822460
24,0,2019,51071900
24,1,2019,56285600
24,2,2019,33638900
24,3,2019,14004700
24,4,2019,7551060
24,5,2019,6671230
24,6,2019,3288810
24,7,2019,3805710
25,0,2019,51723700
25,1,2019,62341500
25,2,2019,31484800
25,3,2019,15034900
25,4,2019,7555870
25,5,2019,5864590
25,6,2019,2878090
25,7,2019,4141400
26,0,2019,51777200
26,1,2019,55174400
26,2,2019,27853900
26,3,2019,14863400
26,4,2019,7600850
26,5,2019,6286790
26,6,2019,2988200
26,7,2019,4271480
27,0,2019,50520800
27,1,2019,50648000
27,2,2019,29772200
27,3,2019,14026800
27,4,2019,7990040
27,5,2019,6502190
27,6,2019,2937430
27,7,2019,3866970
28,0,2019,52381700
28,1,2019,57290700
28,2,2019,33723100
28,3,2019,18619600
28,4,2019,9257730
28,5,2019,7445740
28,6,2019,3735540
28,7,2019,4985200
29,0,2019,50887300
29,1,2019,48237500
29,2,2019,29589700
29,3,2019,14462800
29,4,2019,7799250
29,5,2019,6689760
29,6,2019,3325170
29,7,2019,4564430
30,0,2019,51148600
30,1,2019,57333200
30,2,2019,26266300
30,3,2019,14211200
30,4,2019,7369830
30,5,2019,5655530
30,6,2019,2894550
30,7,2019,3829900
31,0,2019,51910900
31,1,2019,53730600
31,2,2019,30772300
31,3,2019,13581800
31,4,2019,7559060
31,5,2019,6470160
31,6,2019,2986180
31,7,2019,4487870
32,0,2019,50668500
32,1,2019,50172500
32,2,2019,29184600
32,3,2019,13679400
32,4,2019,8214299.999999999
32,5,2019,5898350
32,6,2019,2945750
32,7,2019,3580940
33,0,2019,51605500
33,1,2019,59537900
33,2,2019,29298600
33,3,2019,14349000
33,4,2019,7933340
33,5,2019,5763100
33,6,2019,2911930
33,7,2019,3507850
34,0,2019,52836500
34,1,2019,61804800
34,2,2019,33188200
34,3,2019,16511900
34,4,2019,8796040
34,5,2019,7037540
34,6,2019,3732030
34,7,2019,5157670
35,0,2019,51856500
35,1,2019,52435100
35,2,2019,32459500
35,3,2019,14038900
35,4,2019,7180070
35,5,2019,6352550
35,6,2019,3025770
35,7,2019,3817690
36,0,2019,49828300
36,1,2019,47017100
36,2,2019,26734000
36,3,2019,13779500
36,4,2019,7379600
36,5,2019,5924700
36,6,2019,2663650
36,7,2019,3850940
37,0,2019,51440700
37,1,2019,57783400
37,2,2019,32553500
37,3,2019,16483500
37,4,2019,9196170
37,5,2019,7090300
37,6,2019,3642730
37,7,2019,4547270
38,0,2019,51351500
38,1,2019,62301200
38,2,2019,32083000
38,3,2019,13979400
38,4,2019,7755920
38,5,2019,6214170
38,6,2019,2809020
38,7,2019,3702130
39,0,2019,50112200
39,1,2019,47549100
39,2,2019,28123800
39,3,2019,13947300
39,4,2019,7489780
39,5,2019,5881680
39,6,2019,2987990
39,7,2019,3659740
40,0,2019,50559400
40,1,2019,50792900
40,2,2019,30242500
40,3,2019,13438900
40,4,2019,6767170
40,5,2019,4970330
40,6,2019,2399130
40,7,2019,3135310
41,0,2019,50334600
41,1,2019,52616600
41,2,2019,28232900
41,3,2019,14056500
41,4,2019,7199990
41,5,2019,5821950
41,6,2019,2735750
41,7,2019,3887280
42,0,2019,52379100
42,1,2019,67132400
42,2,2019,31823100
42,3,2019,15975400
42,4,2019,8387709.999999999
42,5,2019,6356730
42,6,2019,3188380
42,7,2019,4571830
43,0,2019,50978900
43,1,2019,43332300
43,2,2019,26801900
43,3,2019,13732400
43,4,2019,6842900
43,5,2019,6313800
43,6,2019,2896160
43,7,2019,4023790
44,0,2019,51513700
44,1,2019,61779400
44,2,2019,32504700
44,3,2019,16520400
44,4,2019,8283559.999999999
44,5,2019,6800930
44,6,2019,3223340
44,7,2019,4289280
45,0,2019,50695700
45,1,2019,56213100
45,2,2019,29430900
45,3,2019,14431000
45,4,2019,7648840
45,5,2019,6439230
45,6,2019,2789840
45,7,2019,3570190
46,0,2019,50912800
46,1,2019,44269000
46,2,2019,29361400
46,3,2019,14598500
46,4,2019,7630170
46,5,2019,6145350
46,6,2019,3459930
46,7,2019,4036450
47,0,2019,50711000
47,1,2019,50234000
47,2,2019,29559700
47,3,2019,13517200
47,4,2019,6881710
47,5,2019,5118660
47,6,2019,2744880
47,7,2019,3320900
48,0,2019,50960400
48,1,2019,59598900
48,2,2019,28146000
48,3,2019,15860400
48,4,2019,8041890
48,5,2019,6877980
48,6,2019,3470280
48,7,2019,4602140
49,0,2019,50942800
49,1,2019,58972800
49,2,2019,28263100
49,3,2019,14134200
49,4,2019,7432190
49,5,2019,5722900
49,6,2019,2955830
49,7,2019,3578270
50,0,2019,51196900
50,1,2019,51061200
50,2,2019,30698800
50,3,2019,14826100
50,4,2019,7401770
50,5,2019,5982230
50,6,2019,2903240
50,7,2019,3518970
51,0,2019,50542500
51,1,2019,56310300
51,2,2019,29694100
51,3,2019,14403500
51,4,2019,7462390
51,5,2019,5898510
51,6,2019,3094630
51,7,2019,3886150
52,0,2019,50151400
52,1,2019,50046600
52,2,2019,30200300
52,3,2019,15022600
52,4,2019,7649600
52,5,2019,5875690
52,6,2019,3040840
52,7,2019,3536440
53,0,2019,51008500
53,1,2019,41043300
53,2,2019,25693900
53,3,2019,13764900
53,4,2019,7792380
53,5,2019,5982290
53,6,2019,3187120
53,7,2019,4236370
54,0,2019,49809200
54,1,2019,52953300
54,2,2019,26034400
54,3,2019,13961500
54,4,2019,6930590
54,5,2019,5680120
54,6,2019,2822540
54,7,2019,3463220
55,0,2019,50691000
55,1,2019,45472200
55,2,2019,24905500
55,3,2019,14172400
55,4,2019,6658080
55,5,2019,5972590
55,6,2019,2742530
55,7,2019,3375050
