dtrip,state,period,fluke_bag,fluke_min,fluke_max,fluke_bag1,fluke_min1,fluke_max1,fluke_bag2,fluke_min2,fluke_max2,bsb_bag,bsb_min,scup_bag,scup_min
2024,CT,7,0,100,100,0,100,100,0,100,100,0,100,20,10
18523,CT,9,4,19,100,4,19,100,0,100,100,0,100,20,10
61494,CT,10,4,19,100,4,19,100,0,100,100,4,16,20,10
155265,CT,11,4,19,100,4,19,100,0,100,100,4,16,20,10
238367,CT,12,4,19,100,4,19,100,0,100,100,4,16,20,10
63838,CT,13,4,19,100,4,19,100,0,100,100,4,16,20,10
169120,CT,14,4,19,100,4,19,100,0,100,100,4,16,20,10
206140,CT,15,4,19,100,4,19,100,0,100,100,4,16,20,10
97789,CT,16,4,19,100,4,19,100,0,100,100,4,16,20,10
197753,CT,17,4,19,100,4,19,100,0,100,100,4,16,20,10
112253,CT,18,4,19,100,4,19,100,0,100,100,4,16,20,10
156450,CT,19,4,19,100,4,19,100,0,100,100,4,16,20,10
99099,CT,20,0,100,100,0,100,100,0,100,100,4,16,20,10
74158,CT,21,0,100,100,0,100,100,0,100,100,4,16,20,10
5227,CT,22,0,100,100,0,100,100,0,100,100,4,16,20,10
5951,DE,8,4,16,100,4,16,100,0,100,100,0,100,40,9
9947,DE,9,4,16,100,4,16,100,0,100,100,0,100,40,9
60896,DE,10,4,16,100,4,16,100,0,100,100,14,13,40,9
38034,DE,11,4,16,100,4,16,100,0,100,100,14,13,40,9
111847,DE,12,4,16,100,4,16,100,0,100,100,14,13,40,9
66953,DE,13,4,16,100,4,16,100,0,100,100,14,13,40,9
87332,DE,14,4,16,100,4,16,100,0,100,100,14,13,40,9
66111,DE,15,4,16,100,4,16,100,0,100,100,14,13,40,9
48244,DE,16,4,16,100,4,16,100,0,100,100,14,13,40,9
52389,DE,17,4,16,100,4,16,100,0,100,100,14,13,40,9
39256,DE,18,4,16,100,4,16,100,0,100,100,14,13,40,9
23461,DE,19,4,16,100,4,16,100,0,100,100,14,13,40,9
10092,DE,20,4,16,100,4,16,100,0,100,100,14,13,40,9
8745,DE,21,4,16,100,4,16,100,0,100,100,14,13,40,9
10107,DE,22,4,16,100,4,16,100,0,100,100,14,13,40,9
6199,DE,23,4,16,100,4,16,100,0,100,100,14,13,40,9
51893,MA,8,0,100,100,0,100,100,0,100,100,0,100,20,10
24443,MA,9,0,100,100,0,100,100,0,100,100,0,100,20,10
76598,MA,10,5,17,100,5,17,100,0,100,100,3,16,20,10
240461,MA,11,5,17,100,5,17,100,0,100,100,3,16,20,10
88280,MA,12,5,17,100,5,17,100,0,100,100,3,16,20,10
47023,MA,13,5,17,100,5,17,100,0,100,100,3,16,20,10
264641,MA,14,5,17,100,5,17,100,0,100,100,3,16,20,10
71448,MA,15,5,17,100,5,17,100,0,100,100,3,16,20,10
28004,MA,16,5,17,100,5,17,100,0,100,100,3,16,20,10
57877,MA,17,5,17,100,5,17,100,0,100,100,0,100,20,10
78646,MA,18,5,17,100,5,17,100,0,100,100,0,100,20,10
34684,MA,19,0,100,100,0,100,100,0,100,100,0,100,20,10
42869,MA,20,0,100,100,0,100,100,0,100,100,0,100,20,10
41814,MA,21,0,100,100,0,100,100,0,100,100,0,100,20,10
31077,MA,22,0,100,100,0,100,100,0,100,100,0,100,20,10
6607,MD,6,4,16,100,4,16,100,0,100,100,0,100,40,9
9385,MD,7,4,16,100,4,16,100,0,100,100,0,100,40,9
68687,MD,8,4,16,100,4,16,100,0,100,100,0,100,40,9
2024,MD,9,4,16,100,4,16,100,0,100,100,0,100,40,9
