draw,age,year,Na
29,7,2018,3612600
30,0,2018,50012400
30,1,2018,27964800
30,2,2018,20743600
30,3,2018,11421700
30,4,2018,10288100
30,5,2018,4214760
30,6,2018,2087620
30,7,2018,3328370
31,0,2018,49688400
31,1,2018,34408900
31,2,2018,20322300
31,3,2018,11256200
31,4,2018,9257660
31,5,2018,3909160
31,6,2018,1842230
31,7,2018,2687580
32,0,2018,48707600
32,1,2018,33681600
32,2,2018,19366500
32,3,2018,11220500
32,4,2018,10337300
32,5,2018,4539790
32,6,2018,2216820
32,7,2018,3264570
33,0,2018,49229300
33,1,2018,29256700
33,2,2018,19351800
33,3,2018,11600200
33,4,2018,9872550
33,5,2018,3943420
33,6,2018,2038880
33,7,2018,3137950
34,0,2018,49185600
34,1,2018,32470200
34,2,2018,18181700
34,3,2018,9716190
34,4,2018,9491920
34,5,2018,4042610
34,6,2018,1986010
34,7,2018,3419920
35,0,2018,48871200
35,1,2018,26971500
35,2,2018,19935800
35,3,2018,9564940
35,4,2018,7429910
35,5,2018,3346500
35,6,2018,1807410
35,7,2018,2813180
36,0,2018,50402900
36,1,2018,30722800
36,2,2018,19082200
36,3,2018,12939500
36,4,2018,10465000
36,5,2018,5479250
36,6,2018,2670580
36,7,2018,3922550
37,0,2018,50760500
37,1,2018,29707500
37,2,2018,18189300
37,3,2018,12122100
37,4,2018,9969670
37,5,2018,4314640
37,6,2018,1953710
37,7,2018,3466950
38,0,2018,50503000
38,1,2018,37106600
38,2,2018,18776400
38,3,2018,12663900
38,4,2018,11268500
38,5,2018,4669350
38,6,2018,2254910
38,7,2018,3833400
39,0,2018,49296900
39,1,2018,29311100
39,2,2018,19132500
39,3,2018,11213800
39,4,2018,9500400
39,5,2018,4693740
39,6,2018,2127100
39,7,2018,3314030
40,0,2018,50338900
40,1,2018,29646200
40,2,2018,20235300
40,3,2018,12071900
40,4,2018,10760300
40,5,2018,4996180
40,6,2018,2646890
40,7,2018,4009000
41,0,2018,48281700
41,1,2018,25387800
41,2,2018,16657600
41,3,2018,9630080
41,4,2018,8013000
41,5,2018,3600830
41,6,2018,1806090
41,7,2018,2779100
42,0,2018,48596200
42,1,2018,28457000
42,2,2018,16950000
42,3,2018,9282040
42,4,2018,8993230
42,5,2018,3965740
42,6,2018,1913240
42,7,2018,3429850
43,0,2018,49429100
43,1,2018,31060200
43,2,2018,19190500
43,3,2018,11788900
43,4,2018,9675000
43,5,2018,4797060
43,6,2018,2324250
43,7,2018,3522740
44,0,2018,49464200
44,1,2018,29091300
44,2,2018,20987300
44,3,2018,10986500
44,4,2018,9933690
44,5,2018,4213300
44,6,2018,2207510
44,7,2018,3102810
45,0,2018,51068500
45,1,2018,41543700
45,2,2018,23408500
45,3,2018,12350100
45,4,2018,12476400
45,5,2018,5109030
45,6,2018,2671300
45,7,2018,4529500
46,0,2018,50000700
46,1,2018,29846000
46,2,2018,18317100
46,3,2018,11533000
46,4,2018,10058300
46,5,2018,4683260
46,6,2018,2261650
46,7,2018,3255040
47,0,2018,51136900
47,1,2018,41964900
47,2,2018,21238600
47,3,2018,12620900
47,4,2018,10812200
47,5,2018,4634140
47,6,2018,2260240
47,7,2018,3856460
48,0,2018,50790100
48,1,2018,40747500
48,2,2018,21226400
48,3,2018,12607400
48,4,2018,10701700
48,5,2018,4421980
48,6,2018,2177130
48,7,2018,3364030
49,0,2018,50429200
49,1,2018,32428400
49,2,2018,22624800
49,3,2018,11581700
49,4,2018,10562300
49,5,2018,4760100
49,6,2018,2426000
49,7,2018,3607380
50,0,2018,50875700
50,1,2018,39517100
50,2,2018,21913900
50,3,2018,12106900
50,4,2018,10960200
50,5,2018,4439320
50,6,2018,2213210
50,7,2018,3427690
51,0,2018,50923200
51,1,2018,33148800
51,2,2018,23960300
51,3,2018,13183000
51,4,2018,11097200
51,5,2018,4710540
51,6,2018,2164470
51,7,2018,3463200
52,0,2018,50040300
52,1,2018,28706000
52,2,2018,19261700
52,3,2018,11343900
52,4,2018,10177600
52,5,2018,4663150
52,6,2018,2454470
52,7,2018,3828770
53,0,2018,50833300
53,1,2018,29714400
53,2,2018,20794500
53,3,2018,12914200
53,4,2018,9611000
53,5,2018,4135210
53,6,2018,1953160
53,7,2018,3253840
54,0,2018,49856300
54,1,2018,36907600
54,2,2018,21843400
54,3,2018,10703100
54,4,2018,9873680
54,5,2018,4018880
54,6,2018,1935150
54,7,2018,2737500
55,0,2018,48995900
55,1,2018,31019400
55,2,2018,18243800
55,3,2018,10985100
55,4,2018,8570080
55,5,2018,4169190
55,6,2018,2019410
55,7,2018,3462160
56,0,2018,49879800
56,1,2018,32939500
56,2,2018,20378600
56,3,2018,11688700
56,4,2018,10005600
56,5,2018,4492140
56,6,2018,2182560
56,7,2018,3476920
57,0,2018,50196400
57,1,2018,32225700
57,2,2018,20627200
57,3,2018,10915400
57,4,2018,10100900
57,5,2018,4465970
57,6,2018,2078310
57,7,2018,3728610
58,0,2018,51530900
58,1,2018,38691700
58,2,2018,20820700
58,3,2018,13634600
58,4,2018,11290700
58,5,2018,4999160
58,6,2018,2579420
58,7,2018,4243040
59,0,2018,50517600
59,1,2018,31141000
59,2,2018,21376700
59,3,2018,10792500
59,4,2018,9757100
59,5,2018,4363320
59,6,2018,2210300
59,7,2018,3921180
60,0,2018,50288500
60,1,2018,28579300
60,2,2018,19259100
60,3,2018,11777300
60,4,2018,9973180
60,5,2018,4933820
60,6,2018,2144120
60,7,2018,3956420
61,0,2018,49510000
61,1,2018,35582500
61,2,2018,21565800
61,3,2018,12051500
61,4,2018,11181400
61,5,2018,4961040
61,6,2018,2325830
61,7,2018,3485330
62,0,2018,50166900
62,1,2018,33927700
62,2,2018,22047400
62,3,2018,11208400
62,4,2018,9918440
62,5,2018,4483540
62,6,2018,2214510
62,7,2018,3374190
63,0,2018,51130900
63,1,2018,30957500
63,2,2018,22850400
63,3,2018,13561700
63,4,2018,12024000
63,5,2018,5235040
63,6,2018,2533620
63,7,2018,4628190
64,0,2018,50222300
64,1,2018,38463300
64,2,2018,19719200
64,3,2018,12217300
64,4,2018,8626230
64,5,2018,3652160
64,6,2018,1970770
64,7,2018,3185890
65,0,2018,49824600
65,1,2018,32874000
65,2,2018,20295700
65,3,2018,11621700
65,4,2018,9958480
65,5,2018,4481920
65,6,2018,2169690
65,7,2018,3465250
66,0,2018,49900100
66,1,2018,29952000
66,2,2018,20875800
66,3,2018,11736800
66,4,2018,10982900
66,5,2018,4898900
66,6,2018,2388910
66,7,2018,3719260
67,0,2018,50500000
67,1,2018,35570300
67,2,2018,21621200
67,3,2018,12092400
67,4,2018,11149800
67,5,2018,5403830
67,6,2018,2621100
67,7,2018,4084090
68,0,2018,50969700
68,1,2018,27954700
68,2,2018,20199500
68,3,2018,12622600
68,4,2018,9537540
68,5,2018,4118960
68,6,2018,1987850
68,7,2018,2985770
69,0,2018,50725700
69,1,2018,27196500
69,2,2018,19388900
69,3,2018,11378500
69,4,2018,10106000
69,5,2018,4547390
69,6,2018,2274370
69,7,2018,3982550
70,0,2018,50685200
70,1,2018,30345400
70,2,2018,21141800
70,3,2018,11778500
70,4,2018,8931810
70,5,2018,3861260
70,6,2018,2100520
70,7,2018,3192520
71,0,2018,50313600
71,1,2018,34113600
71,2,2018,20186000
71,3,2018,12051500
71,4,2018,10592500
71,5,2018,4832280
71,6,2018,2390250
71,7,2018,3779440
72,0,2018,51542300
72,1,2018,31322100
72,2,2018,21309400
72,3,2018,13103000
72,4,2018,10068500
72,5,2018,4458720
72,6,2018,2150350
72,7,2018,3512980
73,0,2018,49814900
73,1,2018,32558000
73,2,2018,19644400
73,3,2018,10233500
73,4,2018,9591880
73,5,2018,4073990
73,6,2018,1939950
73,7,2018,3188870
74,0,2018,51776200
74,1,2018,39841500
74,2,2018,25351300
74,3,2018,14278000
74,4,2018,11995900
74,5,2018,5504270
74,6,2018,2355270
74,7,2018,3974250
75,0,2018,50484900
75,1,2018,33969800
75,2,2018,23245400
75,3,2018,12560700
75,4,2018,10625500
75,5,2018,5103790
75,6,2018,2189480
75,7,2018,3684740
76,0,2018,50361000
76,1,2018,35382400
76,2,2018,18701700
76,3,2018,10448300
76,4,2018,10101100
76,5,2018,4197290
76,6,2018,2288030
76,7,2018,3767490
77,0,2018,50718300
77,1,2018,30217300
77,2,2018,21393500
77,3,2018,11736500
77,4,2018,9476170
77,5,2018,4289260
77,6,2018,2259650
77,7,2018,3568900
78,0,2018,51977100
78,1,2018,35332800
78,2,2018,24210500
78,3,2018,14213400
78,4,2018,11183900
78,5,2018,5045590
78,6,2018,2658520
78,7,2018,4144660
79,0,2018,50270800
79,1,2018,37760800
79,2,2018,19938500
79,3,2018,12237500
79,4,2018,9229130
79,5,2018,4225190
79,6,2018,2057770
79,7,2018,3436360
80,0,2018,50919000
80,1,2018,30494100
80,2,2018,19644500
80,3,2018,14094600
80,4,2018,11465100
80,5,2018,5190050
80,6,2018,2509330
80,7,2018,4287920
81,0,2018,50822100
81,1,2018,32201200
81,2,2018,19560500
81,3,2018,11159900
81,4,2018,10305300
81,5,2018,4605970
81,6,2018,2264750
81,7,2018,3921450
82,0,2018,50829300
82,1,2018,31596200
82,2,2018,19315300
82,3,2018,11659700
82,4,2018,9922210
82,5,2018,4540130
82,6,2018,2053450
82,7,2018,3889130
83,0,2018,50499100
83,1,2018,30046000
83,2,2018,19409000
83,3,2018,11241700
83,4,2018,9995190
83,5,2018,4506730
83,6,2018,2275590
83,7,2018,3837450
84,0,2018,48469800
84,1,2018,32565400
84,2,2018,19807300
84,3,2018,11039000
84,4,2018,10499000
84,5,2018,4674200
84,6,2018,2169300
84,7,2018,3116150
85,0,2018,50268000
85,1,2018,32100100
85,2,2018,20050200
85,3,2018,11485300
85,4,2018,10357100
85,5,2018,4894160
85,6,2018,2539280
85,7,2018,4047120
86,0,2018,51182500
86,1,2018,33835800
86,2,2018,21236700
86,3,2018,12617800
86,4,2018,9977430
86,5,2018,4463470
86,6,2018,2180950
86,7,2018,3398900
87,0,2018,49631200
87,1,2018,35757300
87,2,2018,17478900
87,3,2018,12014300
87,4,2018,9457490
87,5,2018,4308180
87,6,2018,2122030
87,7,2018,3376430
88,0,2018,49800100
88,1,2018,32632700
88,2,2018,21244300
88,3,2018,13945500
88,4,2018,10697400
88,5,2018,4790980
88,6,2018,2380200
88,7,2018,3659000
89,0,2018,50740800
89,1,2018,32323100
89,2,2018,21116100
89,3,2018,13555600
89,4,2018,10822400
89,5,2018,4563670
89,6,2018,2244960
89,7,2018,3227610
90,0,2018,49835800
90,1,2018,31100400
90,2,2018,19193600
90,3,2018,11454500
90,4,2018,9622720
90,5,2018,4552700
90,6,2018,2147060
90,7,2018,3051170
91,0,2018,51075200
91,1,2018,38383600
91,2,2018,22477900
91,3,2018,11540400
91,4,2018,9897370
91,5,2018,4164970
91,6,2018,2009770
91,7,2018,2865290
92,0,2018,49620000
92,1,2018,28483200
92,2,2018,17373900
92,3,2018,9574720
92,4,2018,9073250
92,5,2018,3741960
92,6,2018,1740270
92,7,2018,3074870
93,0,2018,49866400
93,1,2018,29415100
93,2,2018,19616300
93,3,2018,11655400
93,4,2018,10697000
93,5,2018,4562510
93,6,2018,2446120
93,7,2018,3947810
94,0,2018,49690700
94,1,2018,25892400
94,2,2018,19693400
94,3,2018,10777500
94,4,2018,10176200
94,5,2018,4624350
94,6,2018,2284950
94,7,2018,4372790
95,0,2018,49154200
95,1,2018,30785900
95,2,2018,17597600
95,3,2018,11045400
95,4,2018,9230960
95,5,2018,4691770
95,6,2018,2159620
95,7,2018,3377500
96,0,2018,52061900
96,1,2018,34052500
96,2,2018,24385100
96,3,2018,14895800
96,4,2018,12716600
96,5,2018,5644420
96,6,2018,2811900
96,7,2018,5187260
97,0,2018,50111700
97,1,2018,33279700
97,2,2018,20277900
97,3,2018,11090600
97,4,2018,9700320
97,5,2018,4188500
97,6,2018,2146460
97,7,2018,3541230
98,0,2018,48609400
98,1,2018,35802700
98,2,2018,20142700
98,3,2018,11198400
98,4,2018,10327000
98,5,2018,4503620
98,6,2018,2143170
98,7,2018,3261940
99,0,2018,50547900
99,1,2018,35789500
99,2,2018,20227400
99,3,2018,12003600
99,4,2018,9996030
99,5,2018,4290110
99,6,2018,1932440
99,7,2018,3437200
100,0,2018,50267500
100,1,2018,36378200
100,2,2018,20641300
100,3,2018,11591500
100,4,2018,9729720
100,5,2018,3985050
100,6,2018,2044140
100,7,2018,3201110
