wp_int,sf_tot_cat,bsb_tot_cat,scup_tot_cat
1573,0,2,0
210,0,3,0
667,0,10,0
2675,0,1,0
1762,0,1,0
1738,0,1,0
216,0,3,0
600,0,6,0
422,0,1,0
272,0,2,0
180,0,2,0
3945,0,3,0
346,0,10,0
7366,0,2,0
5488,0,2,0
451,0,1,0
438,0,1,0
2179,0,1,0
1560,0,1,0
5488,0,2,0
4182,0,2,0
4182,0,2,0
4186,0,2,0
3018,0,1,0
3430,0,1,0
1400,0,13,0
3421,0,4,0
361,0,19,0
793,0,2,0
333,0,4,0
2003,0,3,0
1016,0,6,0
670,0,13,0
182,0,3,0
457,0,6,0
612,0,1,0
111,0,1,0
1642,0,1,0
1375,2,0,0
1544,0,15,0
772,0,2,0
717,0,10,0
930,0,3,0
2240,0,1,0
1836,0,1,0
530,0,3,0
3847,0,1,0
649,0,5,0
3134,0,4,0
3134,0,4,0
439,0,9,0
706,0,5,0
5427,0,6,0
3584,0,1,0
1985,0,2,0
1310,0,0,0
925,0,1,0
252,0,1,0
1860,0,1,0
2391,0,2,0
8,0,1,0
503,0,2,0
492,0,3,0
971,0,1,0
7965,0,4,0
670,0,2,0
272,0,2,0
3192,0,2,0
513,0,1,0
2003,2,0,0
1762,0,1,0
2197,0,3,0
3161,0,1,0
1849,0,1,0
13287,0,1,0
3134,0,1,0
209,0,12,0
317,0,4,0
875,0,2,0
422,0,1,0
1016,0,2,0
285,0,1,0
2495,0,1,0
3098,0,1,0
3481,0,1,0
2131,0,2,0
865,0,15,0
354,0,1,0
191,0,3,0
3556,0,1,0
3847,0,1,0
975,0,5,0
532,0,4,0
3481,0,1,0
4186,0,2,0
1022,0,3,0
1744,0,2,0
1186,0,1,0
6368,0,1,0
1022,0,6,0
898,0,10,0
1031,0,2,0
223,0,1,0
2515,0,4,0
760,0,2,0
13543,0,2,0
380,0,1,0
530,0,1,0
14039,0,2,0
293,0,1,0
2390,0,2,0
2024,0,2,0
139,0,2,0
637,0,5,0
803,0,1,0
2495,0,4,0
2781,0,3,0
137,0,1,0
493,0,1,0
147,0,19,0
513,0,1,0
3098,0,2,0
2282,0,1,0
365,0,10,0
1507,0,3,0
7044,0,1,0
2323,0,1,0
39,1,1,0
3644,0,5,0
2024,0,1,0
456,0,1,0
2757,0,8,0
2015,0,1,0
702,0,20,0
2675,0,5,0
3098,0,2,0
295,0,5,0
3173,0,2,0
1104,0,1,0
5427,0,1,0
1277,0,1,0
4906,0,1,0
588,0,10,0
5427,0,7,0
2532,0,1,0
7965,0,1,0
505,0,2,0
4418,0,18,0
3134,0,3,0
1076,0,1,0
659,0,10,0
624,0,4,0
2372,0,1,0
1857,0,15,0
1614,0,2,0
671,0,3,0
676,0,1,0
2632,0,15,0
7965,0,4,0
1808,0,1,0
1762,0,1,0
1568,0,16,1
3584,0,1,0
1618,0,2,0
6496,1,0,0
5378,0,2,0
1063,0,5,0
369,0,5,0
4996,0,3,0
2757,0,8,0
7044,0,1,0
4996,0,3,0
3584,0,1,0
690,0,4,0
289,0,2,0
380,0,1,0
341,2,0,0
4064,1,0,0
4182,0,4,0
677,0,6,0
352,0,2,0
2495,0,1,0
307,0,5,0
681,0,3,0
1745,0,2,0
1194,0,6,0
1001,0,1,0
1310,0,0,0
5488,0,3,0
1975,0,5,0
2003,0,10,0
14039,0,3,0
