draw,age,year,Na
1,0,2022,42488140
1,1,2022,35418170
1,2,2022,28673025
1,3,2022,19624135
1,4,2022,11279815
1,5,2022,5662269.5
1,6,2022,3113326
1,7,2022,4244525
